AD_wx (rad/s),AD_wy (rad/s),AD_wz (rad/s)
1.220136834912521336e-04,1.209840575910862027e-04,1.223090315219116516e-04
1.215418706850599737e-04,1.215496663454187549e-04,1.200530023498884696e-04
1.202930450417229641e-04,1.187395650196105694e-04,1.183804472108178043e-04
1.185151723191012484e-04,1.168311849800960804e-04,1.162553814858668667e-04
1.174028595378574054e-04,1.180354170967844965e-04,1.140852301990962110e-04
1.144794745804308478e-04,1.154986141074576463e-04,1.138036879519445241e-04
1.148500089059688442e-04,1.154633736748194287e-04,1.129355283800389159e-04
1.133491560513422738e-04,1.130319521674986647e-04,1.095678472982392911e-04
1.092584950078642780e-04,1.113046725392014029e-04,1.086864716798734051e-04
1.098535544579986993e-04,1.108339866440535002e-04,1.097169433006724956e-04
1.089439339179263007e-04,1.097169053207621954e-04,1.052865862341380239e-04
1.070690035608928468e-04,1.079008242950423458e-04,1.072957689322240137e-04
1.069109228098076721e-04,1.075815307665255372e-04,1.028368805955602323e-04
1.036700747137838269e-04,1.080084414175781895e-04,1.060514178965475852e-04
1.030980418119912281e-04,1.043630514347519824e-04,1.032090560988919103e-04
1.020944478862598204e-04,1.040943031133885385e-04,1.014961465928679904e-04
1.027031005568435822e-04,1.014114186079583777e-04,1.012713045957416548e-04
1.005703698454297210e-04,1.022297977431921290e-04,9.965254353578942975e-05
1.008329916936681560e-04,1.022661676749573467e-04,9.938223411213311330e-05
9.891238375215108663e-05,9.831886459082974619e-05,9.838408758565944038e-05
9.763969074410728936e-05,9.761129799495573539e-05,9.542307090047517221e-05
9.824610850201276140e-05,9.721687773276914250e-05,9.774422024144502699e-05
9.757066519894287400e-05,9.738498471127745866e-05,9.400538322316188175e-05
9.626531963266462925e-05,9.621625288761437474e-05,9.320970935836842626e-05
9.467474649270476333e-05,9.417531501941701780e-05,9.364465878234649106e-05
9.030880377185178680e-05,9.498254752881402866e-05,9.279868693414198980e-05
9.153687156941814449e-05,9.422712283372123969e-05,9.070858244178853788e-05
9.152901131760512131e-05,9.033408109506256968e-05,9.225609502576395606e-05
9.056984134752042715e-05,8.939674906420262896e-05,9.084667477480798707e-05
9.137689519600936225e-05,9.208861293735815282e-05,8.827794154606471533e-05
8.766707438376429768e-05,9.177679640636595478e-05,8.798928620213198150e-05
8.968899169609457296e-05,8.926647649378566718e-05,9.063560741604197288e-05
8.796873888671752589e-05,8.817869555603282284e-05,8.654448980034462786e-05
8.568714467112658131e-05,8.779394885985225333e-05,8.704753807098663317e-05
8.770153652955513810e-05,8.831036348508359819e-05,8.711464571324778374e-05
8.639129270078099157e-05,8.656661582959273530e-05,8.670751100364529058e-05
8.613073032285833140e-05,8.582976872046904225e-05,8.534718440363585606e-05
8.491256229269279754e-05,8.587576450070643383e-05,8.515690357278874367e-05
8.342953699335407033e-05,8.561605549825439048e-05,8.646601268340713543e-05
8.350651767138124893e-05,8.376008690856092548e-05,8.379343903219246608e-05
8.243525937837422658e-05,8.561868063853349622e-05,8.562376582118805702e-05
8.457826642731016136e-05,8.339021316838169534e-05,8.169286637736185037e-05
8.144728207985152326e-05,8.239333305371783305e-05,8.108637643161933082e-05
8.268606144794146250e-05,8.263059795748449834e-05,8.211029076469549502e-05
8.234706598924732674e-05,8.149912764883952387e-05,8.121256660753528535e-05
7.959258987729077761e-05,8.107183014246396283e-05,8.234461301369938222e-05
8.066013649977489281e-05,8.163046530928384998e-05,8.001687874059011424e-05
8.028139994189946243e-05,8.106953789501703997e-05,7.844436210663327590e-05
7.879411069428252112e-05,8.047480313900918472e-05,8.010641967196422168e-05
7.985339276886168768e-05,7.793125243932917516e-05,7.785858770506305399e-05
7.765190827190583927e-05,7.815504441511981570e-05,7.684660911413283282e-05
7.816540580044798077e-05,7.827746154569472574e-05,7.771214763022154170e-05
7.898953980146872743e-05,7.779278405182082641e-05,7.909768074270538847e-05
7.693310199293767223e-05,7.974646654331476916e-05,7.740367622925995676e-05
7.615968663344992737e-05,7.848500748979489493e-05,7.713890186390668085e-05
7.600787170900466809e-05,7.833958274398332747e-05,7.509051913584248276e-05
7.561961380291899607e-05,7.608682832825984087e-05,7.817431056563764696e-05
7.527204936575540063e-05,7.598962108450837462e-05,7.528159978184058038e-05
7.214495849503624911e-05,7.532268304223435347e-05,7.824619128095857052e-05
7.399540556944587803e-05,7.408904214884547775e-05,7.340011568447944712e-05
7.461896896076653180e-05,7.488237525648156097e-05,7.245215526138742274e-05
7.309881382107618611e-05,7.467547529233717069e-05,7.500944751355033207e-05
7.153395712613517838e-05,7.690133418800817306e-05,7.263533637491888402e-05
7.327175536434396043e-05,7.511199763815603898e-05,7.331014937387748541e-05
7.376010023829398209e-05,7.278929193188298863e-05,7.434464333602329358e-05
7.309665678308652757e-05,7.583231022863304034e-05,7.316292942071798836e-05
7.257993896242094230e-05,7.190381933350176689e-05,7.278368566603459476e-05
6.894153576764094850e-05,7.335408173438980755e-05,7.250366396946528549e-05
7.061988489891639950e-05,7.102567252842107391e-05,7.058094614831943278e-05
7.089744232718426164e-05,7.053191590022598863e-05,7.293851099630414771e-05
7.016578443057251680e-05,7.237402693606051431e-05,7.054543805328893774e-05
6.994537146371439761e-05,7.338355176253820477e-05,7.050646700404290487e-05
6.975164263677653340e-05,6.973232664037126119e-05,7.052699227352805583e-05
7.053215537809321269e-05,6.923686376389128979e-05,7.125209845499684233e-05
6.927720083001464050e-05,7.014511467813123546e-05,6.942307605617755318e-05
6.737341159630918011e-05,7.137999718003058770e-05,6.909021392752471983e-05
7.056321693356989826e-05,7.234102493916218972e-05,6.809061523369770740e-05
6.959007250597968447e-05,6.998808913515507568e-05,6.587690977208637843e-05
6.606952566590959834e-05,6.866561998636756380e-05,6.987747114084039352e-05
6.854761152129249966e-05,6.811647498599775500e-05,6.781086867624686368e-05
6.673067893203090892e-05,6.938989668016150053e-05,6.938863455252882893e-05
6.607807357009264483e-05,6.665982321050030945e-05,6.607515798007774339e-05
6.710533991239884849e-05,6.760197553769915681e-05,6.622646401345634668e-05
6.642893233044111652e-05,6.736999532705399674e-05,6.756062022607638650e-05
6.515701421094787502e-05,6.561680168910446846e-05,6.712462202515848912e-05
6.607776281496851049e-05,6.693580536621158181e-05,7.001401781246833534e-05
6.532752038525388352e-05,6.570712458605897110e-05,6.749813381388736254e-05
6.680559203490980661e-05,6.716328935060873382e-05,6.541863032116382391e-05
6.525082365829902261e-05,6.513427970420234856e-05,6.689985118199839040e-05
6.469304844533541564e-05,6.550259823200939172e-05,6.518255682155204265e-05
6.518870216953467466e-05,6.719967815569074707e-05,6.447618023403450848e-05
6.515773326453052890e-05,6.300713185062472611e-05,6.489162923264388044e-05
6.443407391182677296e-05,6.386125205634811462e-05,6.403561402289992765e-05
6.328788421124987868e-05,6.371910820917383060e-05,6.358970770130611711e-05
6.375466453287977346e-05,6.477946551247567826e-05,6.348115858434643071e-05
6.249958224518599686e-05,6.245980148963923054e-05,6.208596206644880389e-05
6.209676658574613103e-05,6.448865498097323609e-05,6.299141657053026154e-05
6.290786429591315842e-05,6.397529792355417712e-05,6.261061083829486107e-05
6.207978700324105900e-05,6.287029356438505361e-05,6.691108280414052140e-05
5.992053988345128130e-05,6.314073762603288097e-05,6.099292503486054742e-05
6.265167506726636271e-05,6.360034090176916260e-05,6.203489036649047911e-05
6.099948476334836269e-05,6.225587395592812722e-05,6.119598298879757768e-05
6.185602936900001488e-05,6.256070872037851024e-05,6.320534347952200792e-05
6.162827208058259214e-05,6.208210575980834727e-05,6.145672218167111574e-05
5.946288265404117967e-05,6.274457536080380819e-05,6.085792804903845287e-05
5.991872983047707041e-05,6.341978487524568527e-05,6.290248679939903771e-05
5.904803548615884627e-05,6.132675299375274763e-05,6.100631247255988981e-05
6.039643000959572322e-05,5.979610803267919875e-05,6.134332781695534247e-05
6.011822769311745573e-05,6.066993169601586806e-05,6.041547446850567999e-05
6.012435971645834377e-05,5.869169046863410892e-05,6.077678657637457932e-05
6.108985269009561253e-05,5.980973668767337756e-05,6.020382907327702403e-05
5.938439650422634941e-05,6.132723705768819444e-05,6.314446353680424067e-05
5.651408878783114681e-05,5.948498823682267121e-05,5.836062419038129758e-05
6.011984215768868974e-05,5.681313877462970647e-05,6.191205039050612542e-05
5.886462528595917058e-05,5.870979168645046271e-05,5.800751586849460479e-05
6.027311383450116887e-05,6.075044085150853014e-05,5.882479081721492665e-05
5.811590183066478070e-05,6.040323816147185102e-05,5.924815131238003751e-05
5.862547233707001196e-05,5.886198188674765356e-05,5.849171602281396320e-05
5.900522295246334384e-05,5.780335175267185284e-05,5.838318452881203704e-05
5.575949861169559159e-05,5.886274818653964620e-05,5.552836884203909268e-05
5.739166951431678938e-05,5.994528710291573766e-05,5.966749816326025961e-05
5.753562110384372123e-05,5.830327027404933035e-05,5.710806530485827134e-05
5.792327634360116059e-05,5.691712270816988250e-05,5.802384287860660848e-05
5.812593149542581348e-05,5.663828070278750684e-05,5.697091773806701732e-05
5.617288292844092087e-05,5.836824420138308779e-05,5.723951367014897657e-05
5.797159545167470708e-05,5.778502502305183047e-05,5.731782788268500702e-05
5.621983048750011128e-05,5.688670243811309169e-05,5.876636053576657836e-05
5.657726759768351118e-05,5.932244906538172149e-05,5.579025588805792117e-05
5.762627356948416419e-05,5.559866748498385537e-05,5.714593489891871362e-05
5.609865008177818027e-05,5.551021223300750372e-05,5.615671914844254690e-05
5.568057691759251750e-05,5.515055266294897988e-05,5.557441430786157790e-05
5.421060800489045065e-05,5.699728927902309556e-05,5.792610393166994551e-05
5.533680800630220672e-05,5.651925421642774676e-05,5.569354664721115004e-05
5.560743945281768676e-05,5.533238366213581841e-05,5.423120464943235899e-05
5.420440973786226245e-05,5.460447946187192589e-05,5.592699623048794192e-05
5.361279558847822284e-05,5.536213253360622392e-05,5.475053816479423177e-05
5.537189580428739284e-05,5.755755537847972119e-05,5.528371216346132628e-05
5.411899925130361522e-05,5.489341715417046417e-05,5.572893480389124246e-05
5.398972322710977932e-05,5.660847600677469102e-05,5.653763768374688926e-05
5.467046708033363557e-05,5.306046955136431290e-05,5.472192864424818960e-05
5.488006557933444642e-05,5.450597740379159705e-05,5.615474319974777433e-05
5.509277488116657017e-05,5.488111093471645570e-05,5.498015907062668497e-05
5.433608763709688922e-05,5.444499322470310813e-05,5.155623696032861629e-05
5.507853832731335331e-05,5.567877005195821821e-05,5.436587402715776981e-05
5.561063524074062264e-05,5.432876162877767022e-05,5.313691243323855068e-05
5.552894774805873789e-05,5.667814266768441046e-05,5.460077295130753199e-05
5.392882674539286507e-05,5.440527867218130357e-05,5.312761679085701048e-05
5.355853301138533833e-05,5.360865809382739708e-05,5.380480326788496937e-05
5.206080436741106335e-05,5.427117869506027745e-05,5.161350099877012084e-05
5.438299839610799053e-05,5.508461022066271314e-05,5.498590038424656067e-05
5.294907226562341434e-05,5.335341905856423247e-05,5.439977514325826776e-05
5.387029253793956221e-05,5.380200641750029062e-05,5.393065228112439122e-05
5.320566682382218266e-05,5.392926108898980200e-05,5.232519052080529325e-05
5.300709991140188795e-05,5.045464635652978326e-05,5.213361060037599663e-05
5.249141356012038318e-05,5.217986751282878091e-05,5.201012044116079335e-05
5.100394337013037117e-05,5.265594032750834638e-05,5.332007813300182941e-05
5.296595815582113561e-05,5.438297345106745051e-05,5.389168377724516874e-05
5.361831962899772864e-05,5.131426479224167152e-05,5.188620657010700526e-05
5.302669294868239967e-05,5.445984217573676971e-05,5.264435886339947923e-05
5.173322774450987688e-05,5.472059997710282159e-05,5.361651660454087328e-05
4.957389260075628276e-05,5.126590497590559239e-05,5.028048084104533853e-05
5.276087625169493156e-05,5.054313994726959361e-05,5.077609266838219399e-05
5.219667344067129027e-05,5.224439480634816011e-05,5.122527920561310919e-05
5.211357549850739740e-05,4.991874577085134276e-05,5.191170156347566021e-05
5.041452168514868866e-05,5.248765038522223487e-05,5.046582835853927906e-05
5.018482820442176354e-05,5.225937029589658195e-05,5.212612770094656676e-05
5.058632124424130449e-05,5.127561866288895019e-05,5.038575816891844748e-05
5.137763035293328886e-05,5.091404348072500947e-05,5.389037666294357962e-05
5.201258609537216164e-05,5.111353379255341580e-05,5.066950352150733158e-05
4.963807283436541204e-05,5.209390867830649948e-05,4.891934497369473532e-05
5.276815818705609214e-05,5.118631694289938941e-05,4.965865135855157959e-05
5.032407451921927424e-05,5.097498007117479379e-05,5.194732257396752622e-05
4.981019293244035441e-05,5.006867882619754650e-05,5.122837393653716217e-05
4.785689122639682407e-05,4.961720959106543294e-05,5.230287956839226336e-05
5.173907016290760918e-05,5.058532085089263892e-05,4.898581080092691969e-05
4.942763492453606269e-05,5.142316958916559215e-05,5.022231631865470177e-05
4.971831354467915999e-05,5.037036831924732823e-05,5.092279481295803489e-05
5.081231879780234603e-05,4.921440492250028136e-05,4.974701416870962520e-05
4.912394926738045754e-05,4.973126565963568324e-05,4.906397106692147499e-05
5.016276422011861641e-05,4.901072799898326040e-05,4.818244657571087299e-05
4.767871801203288633e-05,4.774770421036353391e-05,4.854927706134641195e-05
5.014871358177974025e-05,5.137855899257515738e-05,4.936783778830189151e-05
5.076715429455760296e-05,4.954003906571638379e-05,5.122462660156599270e-05
4.934053447585991746e-05,5.107698818295828267e-05,4.764420586037024062e-05
4.767476873894496220e-05,4.893058655302309881e-05,4.824231921635705231e-05
4.892925409229441087e-05,4.872595826240963389e-05,4.880248109583725863e-05
4.666927417015651118e-05,4.858732972110246594e-05,4.941365898295817016e-05
4.756809738346861488e-05,4.807125664355979175e-05,4.689943819709338350e-05
4.839144035754460945e-05,4.940915359342522414e-05,4.828565441905225596e-05
4.921743104770561953e-05,4.683694823227484871e-05,4.676575593128684928e-05
4.864248474468033546e-05,4.833990461087535589e-05,4.742519809493592274e-05
4.935215722975424521e-05,4.901375831608368672e-05,4.785460767777744817e-05
4.711211043965239686e-05,4.989871584368642666e-05,4.963852297856611461e-05
4.808578540868898427e-05,4.699889551254511963e-05,4.651696661838575675e-05
4.576942631750618068e-05,4.815606873909844283e-05,4.894640823539916154e-05
4.803445394279706965e-05,4.749850860867414342e-05,4.874637918073221338e-05
4.581115866892031382e-05,4.782109583894101273e-05,4.804377083978054303e-05
4.906204133591302382e-05,4.825988802479820654e-05,4.667100517363979709e-05
4.904613751052472028e-05,4.605130783989532910e-05,4.699047405438349864e-05
4.756315127227092604e-05,4.637601017605906951e-05,4.684910151082208513e-05
4.698663086672084959e-05,4.755879412484749936e-05,4.691115025729689878e-05
4.878532869150986330e-05,4.524650525605828516e-05,4.800164201811620468e-05
4.809721702058924732e-05,4.727945869506876384e-05,4.860424724336405813e-05
4.364210106726690080e-05,4.649173076395943488e-05,4.458103013694534700e-05
4.811867632431324703e-05,4.660305153108439314e-05,4.650614900560977641e-05
4.846054121781661635e-05,4.711245916321383110e-05,4.839570321563517745e-05
4.686955024356363199e-05,4.610711082363006907e-05,4.645698832072236414e-05
4.697290560180740785e-05,4.672618619033971617e-05,4.721469155875923174e-05
4.775397088454164151e-05,4.747196753256354801e-05,4.705383920546679459e-05
4.729233200477683422e-05,4.580181385580458467e-05,4.595984276339766777e-05
4.686378789940282046e-05,4.674961522743628623e-05,4.669570015106714792e-05
4.628607959653003407e-05,4.507927735745830965e-05,4.558952926997090186e-05
4.644563643690753575e-05,4.518654473997820689e-05,4.872625859904084980e-05
4.768111611774449520e-05,4.573151457936064167e-05,4.528211926536269993e-05
4.545123598087057534e-05,4.636700500544711854e-05,4.469766675645790933e-05
4.594658904365635737e-05,4.567244416956304696e-05,4.527953310397811492e-05
4.416073403583716293e-05,4.670639874405055797e-05,4.336603911454857977e-05
4.671192944541101673e-05,4.587031651644703732e-05,4.659647309348448493e-05
4.809344676951681028e-05,4.450454624325557001e-05,4.673436994270283804e-05
4.499623058550335599e-05,4.711699308578439052e-05,4.385870874572344550e-05
4.569121892468952056e-05,4.492278566165680711e-05,4.626291582687499447e-05
4.632010535425475648e-05,4.495058467655640522e-05,4.365012643907612515e-05
4.503739356179400357e-05,4.432748625399875387e-05,4.749306965609760892e-05
4.484048913907096024e-05,4.373138346064574234e-05,4.437573086832033339e-05
4.530851197246455923e-05,4.460766958379384196e-05,4.474934571202775907e-05
4.757560767128644305e-05,4.406635747734130202e-05,4.525040267873929313e-05
4.469966570912562175e-05,4.226644210869393150e-05,4.500940774862813114e-05
4.495047303008554182e-05,4.484321533958497387e-05,4.515693585432574881e-05
4.478414812609301929e-05,4.428347214042051267e-05,4.475184707800508279e-05
4.537433698590604070e-05,4.429886965633255145e-05,4.480278871250314732e-05
4.534678799620915293e-05,4.436306863626683129e-05,4.384864113720468489e-05
4.420013161101918542e-05,4.300732657156390945e-05,4.481477749089270689e-05
4.468347858802906918e-05,4.433221570496335333e-05,4.444075918293341861e-05
4.320297550119536935e-05,4.354059809901740177e-05,4.344317431794569547e-05
4.641800966567884938e-05,4.531152485742494419e-05,4.396782481190534072e-05
4.618709931689894671e-05,4.511188052757770633e-05,4.484283390213209550e-05
4.421820383650009031e-05,4.278171859551921222e-05,4.363998278494665164e-05
4.360382879597722399e-05,4.380894350407285522e-05,4.450583762709858386e-05
4.418903760735111853e-05,4.363716921831634342e-05,4.446810216185445808e-05
4.481883106534820905e-05,4.257421429901781738e-05,4.506076198672987702e-05
4.573076853628642031e-05,4.096838067711865736e-05,4.423313142189241995e-05
4.577821975411075652e-05,4.330084017018527017e-05,4.473937566962005896e-05
4.496825065215972030e-05,4.455104426032445772e-05,4.305496810149084339e-05
4.491015041984225371e-05,4.394167262417549209e-05,4.302202465687972376e-05
4.332847819546391493e-05,4.266965856573699264e-05,4.468020764749165507e-05
4.513172739804750827e-05,4.456561004580600327e-05,4.471694089498744125e-05
4.239711183197601279e-05,4.458275330878111166e-05,4.412790043492406412e-05
4.278023342268711087e-05,4.151844718231326484e-05,4.315575157478668874e-05
4.500916426983425547e-05,4.076501739296178617e-05,4.478836062742036050e-05
4.250095968428678082e-05,4.204647833773946419e-05,4.233679674287886904e-05
4.368072700692174039e-05,4.348778829242305575e-05,4.344771251056384081e-05
4.346087155638064879e-05,4.270942987750886817e-05,4.392119396567455137e-05
4.338149872102132527e-05,4.467146101253099266e-05,4.372032715119516697e-05
4.312697810446111283e-05,4.162748718004101212e-05,4.265112771773841904e-05
4.366179723640271573e-05,4.316825854283937690e-05,4.259347168635001658e-05
4.459584952753908372e-05,4.138326806025610085e-05,4.370155360767382329e-05
4.331400611890717165e-05,4.267761201974716264e-05,4.328512567603836589e-05
4.295777120687317886e-05,4.369425236908537895e-05,4.319366213819403745e-05
4.323878114248781273e-05,4.262176920213510325e-05,4.189353661939299831e-05
4.251978000077098058e-05,4.347561044125371790e-05,4.310263667035988723e-05
4.343037050926683800e-05,4.354395645669310904e-05,4.295682827328697949e-05
4.339473872247086756e-05,4.112464579964531533e-05,4.345692324059220415e-05
4.244292809370383608e-05,4.195948513580528301e-05,4.272093152072033243e-05
4.208323843165316815e-05,4.244647975912476800e-05,4.269123532625404305e-05
4.315505968246157158e-05,4.136989328692193405e-05,4.319981689418374413e-05
4.225490368161985638e-05,4.175501419855938401e-05,4.270745682495721910e-05
4.309119886881471076e-05,4.274750054172011480e-05,4.318434231197638409e-05
4.188604936713765487e-05,4.251741716354425448e-05,4.177410509976103067e-05
4.121185606165404141e-05,4.301654580970348053e-05,4.226266033230176051e-05
4.140303119259144786e-05,4.175634380139993791e-05,4.136492175026075280e-05
4.181336034326060916e-05,4.249622230836643222e-05,4.285095088427261196e-05
4.275707165154058056e-05,4.313394546560377920e-05,4.101575209375827674e-05
4.294353743968341977e-05,4.221436201519319231e-05,4.183547221185000733e-05
4.170750531929913940e-05,4.023781877713893140e-05,4.172637820803094013e-05
4.177911683592238045e-05,4.213555186608453719e-05,4.103785964862264533e-05
4.180718673960933898e-05,3.898859654358286918e-05,4.104588833505364010e-05
4.323983339730815874e-05,3.917357525832108677e-05,4.210077947314532431e-05
4.358128491017780864e-05,3.943588103032063635e-05,4.011817720365582656e-05
4.306988236306585638e-05,4.154466676206534692e-05,4.236473915767584498e-05
4.187315679458290243e-05,3.957884156726692307e-05,4.266259238835442690e-05
4.061122702327620341e-05,4.059324753072966703e-05,4.400557223211703389e-05
4.282114864228078456e-05,4.048384649691198631e-05,4.100746543949179376e-05
4.034187300069512293e-05,3.979557789780519922e-05,4.135001287382950708e-05
4.261845327570055417e-05,4.220619061720609009e-05,4.161747554558063408e-05
4.038717227710197206e-05,4.066198338584855744e-05,4.133428789363226773e-05
4.004495670347602791e-05,3.999808967748262888e-05,3.832491771662093182e-05
3.995326198342298097e-05,3.779371171757861877e-05,4.168470525981899928e-05
4.004451889540143060e-05,4.126225316438303804e-05,4.163732638919295684e-05
4.124556166559961170e-05,4.011496358306377246e-05,4.098781228236354258e-05
4.010061226398570531e-05,3.824358623724106304e-05,4.173871884331772176e-05
3.932995533376798785e-05,3.903596264714143842e-05,3.962073077939399899e-05
4.139486306767105914e-05,3.980747503621941298e-05,4.277367202947412095e-05
3.955941392174324708e-05,3.857823023906120353e-05,3.861509196817086042e-05
4.248555553748967168e-05,3.918242933799042407e-05,4.168566851748491846e-05
4.028406295595796105e-05,3.933440252409609939e-05,4.002249476283454720e-05
4.065206662964999522e-05,3.838478028226932929e-05,4.030399352261271469e-05
4.239235077399064748e-05,3.882928221510211468e-05,4.219764318435403921e-05
4.151052612500442392e-05,4.001655501542603793e-05,4.120124018215792907e-05
4.252843459879007806e-05,4.085592773604744343e-05,3.981480305770520228e-05
4.101312172254078077e-05,4.093027188332900440e-05,4.124720202828798584e-05
3.893573831291439899e-05,3.884021329987642632e-05,4.170364644271447281e-05
4.003362567410742118e-05,3.857434471895006766e-05,4.043146785401274655e-05
3.887893164957564494e-05,3.711766180548776881e-05,4.135927113204211240e-05
3.715976501739973095e-05,3.931687010419983243e-05,3.982513950012929514e-05
3.961647028607304566e-05,3.751536605182387822e-05,4.057560569239358300e-05
3.942334370646874794e-05,3.792703735216742492e-05,4.206676550750754857e-05
4.181800080102439279e-05,4.199062875643555076e-05,4.029856351336101388e-05
4.060898955699460909e-05,3.772374665426634634e-05,4.051528106350936779e-05
4.069613314330403775e-05,4.082240310237715103e-05,4.122486775387781076e-05
4.031878713892514193e-05,3.824101276950674034e-05,4.028800046432878210e-05
4.082300129270399313e-05,3.944110798646241391e-05,3.944089709413265072e-05
3.911132600756398782e-05,3.667971891646915387e-05,4.049581428078452149e-05
3.895717266758040175e-05,3.818776178154162745e-05,4.026125883832798154e-05
3.857276425167185154e-05,3.712539167790032625e-05,3.887546788617518047e-05
4.005532751055973723e-05,3.975961466939017153e-05,3.937336266195249512e-05
3.991486873618975374e-05,3.850278770362334851e-05,3.954873715762372168e-05
3.865874703121995217e-05,3.903116180057520935e-05,3.935420710778309521e-05
3.817777863609584326e-05,3.737530851092402232e-05,3.959885787070028141e-05
4.144490433085982193e-05,3.681165956661149545e-05,3.855288578368621315e-05
4.076788174886413374e-05,3.863238688151093684e-05,3.870637640174912308e-05
3.870485634853440901e-05,3.848257559867273095e-05,4.094668433583439616e-05
3.862883332460276004e-05,3.743735907389933822e-05,4.009710349878332079e-05
3.824610802177914306e-05,3.725869289395570720e-05,3.987491152298665287e-05
4.002510416003340584e-05,3.832624115162344230e-05,3.963320422394043700e-05
3.842957741135639331e-05,3.833386164732265197e-05,3.995785968101411037e-05
4.076389469233548615e-05,3.967620910983364689e-05,4.176437231556595262e-05
3.955606730742600917e-05,3.707834419566644117e-05,3.827155738156061123e-05
3.778442587055380402e-05,3.828155336328491719e-05,3.943818049724999702e-05
3.779005135810308225e-05,3.921982046023546185e-05,3.972524955199448980e-05
3.936163225125058579e-05,3.516714662317730792e-05,3.899894791308313195e-05
3.766572320006391408e-05,3.724165894003521804e-05,3.851205820330383010e-05
3.970777921389829140e-05,3.664977334824519789e-05,3.733196286317714830e-05
3.926121610369928916e-05,3.660802748121341001e-05,4.039268682655568730e-05
3.944357315910520758e-05,3.930339323003918784e-05,4.147067943960225112e-05
3.944657052956335267e-05,3.841703342244041507e-05,3.895412502530589061e-05
3.935852006465840984e-05,3.610526123584174304e-05,3.721544027593163374e-05
3.768619971339524021e-05,3.561753731355063500e-05,4.017995388008467730e-05
3.866542373080718628e-05,3.674915034449578098e-05,3.882856285480127507e-05
3.786677492749801125e-05,3.532422281172819715e-05,4.046398352641491461e-05
3.832244898549449125e-05,3.661601997294315657e-05,3.841511136160380749e-05
3.723253978977274724e-05,3.648187517515784025e-05,3.930047285266123484e-05
3.910376778354944700e-05,3.615346167270236421e-05,3.793120958698525193e-05
3.888097160226666651e-05,3.779968025210450513e-05,3.969381316319929982e-05
3.603759921075295027e-05,3.519560833740062694e-05,3.800390559543613951e-05
3.846260060941070847e-05,3.736503494778061662e-05,3.919920505759349300e-05
3.958677576094744057e-05,3.662368104314087309e-05,4.088315564874950579e-05
4.046853230245052349e-05,3.456330613812107314e-05,3.919842253119397934e-05
3.829890706808248830e-05,3.557462708773457871e-05,3.970323829733802114e-05
4.049422350367286728e-05,3.743248194722441477e-05,4.004680968386046825e-05
3.862956723978521872e-05,3.466806306855687463e-05,3.946435144437405052e-05
3.676754309191886436e-05,3.590534202674708955e-05,3.846405830040407859e-05
3.605611129224637576e-05,3.622142354747635878e-05,4.015488755551759531e-05
