AD_ax (m/s^2),AD_ay (m/s^2),AD_az (m/s^2)
4.956211429004136332e-04,4.619261191830602666e-04,7.431157988701135369e-04
4.997764621377318982e-04,4.464252042604023433e-04,7.628641870940271533e-04
4.957427590563708974e-04,4.492983765917912733e-04,7.623267687124515683e-04
4.986317440556248693e-04,4.482595504614841258e-04,7.493225295221754220e-04
5.029638178862741579e-04,4.408012380652957720e-04,7.448010422953900769e-04
4.940008714458937180e-04,4.465835190149714255e-04,7.480802528723901621e-04
4.880740957630309851e-04,4.438458246257059934e-04,7.271826083027257276e-04
4.941499112619216491e-04,4.439316211120571880e-04,7.400320047252673290e-04
4.801990885853658236e-04,4.299888209609131458e-04,7.284105590058219653e-04
4.931959910950979012e-04,4.606538470709233284e-04,7.192265953988649782e-04
4.817645582314499745e-04,4.421656356845455899e-04,7.175617385166730778e-04
4.701756381838219541e-04,4.206423651085149161e-04,7.303467159470906651e-04
4.731267617667053618e-04,4.379490830243514769e-04,7.122512194055099360e-04
4.756288001936732793e-04,4.354105992018073739e-04,7.388224869889294154e-04
4.639854826381055171e-04,4.173783608899095778e-04,7.215222545076546918e-04
4.786594785186166438e-04,4.275794129996302972e-04,7.315842667484840538e-04
4.491217349664360981e-04,4.190199665770069854e-04,7.248622214990110271e-04
4.665619748514648999e-04,4.347545135925761067e-04,7.211511939398245483e-04
4.602873312975688932e-04,4.162624657511955657e-04,7.021021187951694692e-04
4.539498386117586355e-04,4.129727841767982604e-04,7.054749287285792727e-04
4.767710039908988314e-04,4.239823304718280108e-04,7.047794082063731048e-04
4.670706629494435908e-04,4.160112763522403928e-04,7.237480028093500528e-04
4.375454325795283630e-04,4.042403684560368321e-04,6.983504808108946050e-04
4.646185312037921919e-04,4.077440380914927739e-04,6.852304606577268049e-04
4.492589867681831832e-04,4.036130596596925369e-04,7.095265304664659291e-04
4.399379035608357437e-04,4.044819466305370789e-04,6.617281905241608917e-04
4.742708079385325346e-04,3.989897970020695231e-04,6.781529712390099067e-04
4.635847367354882747e-04,3.914455719097334149e-04,7.010844510609030768e-04
4.599136518919477029e-04,3.973735887124594970e-04,6.615572427980702863e-04
4.412822709100286032e-04,4.021989350623721908e-04,6.737270489282610152e-04
4.229725511070998715e-04,4.120661736601727168e-04,6.769528089336329484e-04
4.475303683937099258e-04,4.120174324287514261e-04,6.794261714846361799e-04
4.477846304151759070e-04,4.100143552089098608e-04,6.799124286064248384e-04
4.500331409684890714e-04,3.970148806695653261e-04,6.762881207770111546e-04
4.478438641712901517e-04,3.956279618702893759e-04,6.403058616248108632e-04
4.466867583991888393e-04,3.913522422049082322e-04,6.630254430917579753e-04
4.381658331145507797e-04,3.921121175756235155e-04,6.549684160206041637e-04
4.303646618817001386e-04,3.912260174729528242e-04,6.710432844280886855e-04
4.219428012999916033e-04,3.984739664157846829e-04,6.601977329053886762e-04
4.298981930892733670e-04,3.819442970826804513e-04,6.447819060863055731e-04
4.166478585984933255e-04,3.834805099984306474e-04,6.529197605632319290e-04
4.256627293170209378e-04,3.885901511607501679e-04,6.695692104943487977e-04
4.251687193225442028e-04,3.730321367153871959e-04,6.483171434093773977e-04
4.300468576352110676e-04,3.863565693381031097e-04,6.309942195564604249e-04
4.139767374006669853e-04,3.780813826616194061e-04,6.589181692725169922e-04
4.271565093480401325e-04,3.908498493300540657e-04,6.455878331340922979e-04
4.268301977810861638e-04,3.851630978658530610e-04,6.552435658626839816e-04
4.275670856280922440e-04,3.889620232434129661e-04,6.494627699234767088e-04
4.327651876514950315e-04,3.778889034727759199e-04,6.324195709705628804e-04
4.047270335656509262e-04,3.850131891300592377e-04,6.512615898005101730e-04
4.098412434205933965e-04,3.742453753859589088e-04,6.344882619540273723e-04
4.154165698444699998e-04,3.938392633227456017e-04,6.449759904224521652e-04
4.143340781722552706e-04,3.775631213753499055e-04,6.351919454805150713e-04
4.028825093751094437e-04,3.692936303730573857e-04,6.295470103114646221e-04
4.068490491797641909e-04,3.789962087989789084e-04,6.232141239633133285e-04
4.079017267523048305e-04,3.585613790009531507e-04,6.233846848989882655e-04
4.207820723965023375e-04,3.694650222849714762e-04,6.382351244127521450e-04
4.001532575300119528e-04,3.655177477460829784e-04,6.430972376386342743e-04
3.976546802448856460e-04,3.514292929031891154e-04,6.422730548100806904e-04
4.025953964053320113e-04,3.739332496606071420e-04,6.201215879369367193e-04
4.126656982727529809e-04,3.695339230925563461e-04,6.367022113242056967e-04
3.979423236108284886e-04,3.700832259106413770e-04,6.190938799910719039e-04
3.929919382271637447e-04,3.697795643675847680e-04,6.394727123647275151e-04
3.858381895008429160e-04,3.730468354419671584e-04,5.988960166094601384e-04
3.877445396492387405e-04,3.689732691702057974e-04,6.151459147782492370e-04
3.946938941859882716e-04,3.750208519540558570e-04,6.061211300604857572e-04
3.915160820947822086e-04,3.570576475642619043e-04,6.006074094280920879e-04
4.042869423543221370e-04,3.655513182778013419e-04,6.369573733021301545e-04
3.863255911018893579e-04,3.580393601086561024e-04,6.247781935737668118e-04
3.979914710987792815e-04,3.644079224446755173e-04,5.902247458291163271e-04
3.942110063562883769e-04,3.629469164885031486e-04,6.069623978432099349e-04
3.997162256013359993e-04,3.607023068482796582e-04,6.198607957744426160e-04
3.803830140647363888e-04,3.550838010151250129e-04,5.959084991913299019e-04
3.913075912407976663e-04,3.658667505046428719e-04,5.866467676368153535e-04
3.910762498821816996e-04,3.480184407357367121e-04,5.736659185582307840e-04
3.918478103526388504e-04,3.469153189274949765e-04,5.736422033899002664e-04
3.820469599891955937e-04,3.478422761931994497e-04,6.045614300011141300e-04
3.850905832272229603e-04,3.418222476674207325e-04,6.016368852275644392e-04
3.993576230486657521e-04,3.417084855725604879e-04,5.715300919381736521e-04
3.869339638774313243e-04,3.607317681783750625e-04,5.970044013994551700e-04
3.792535291615121572e-04,3.444276229406816373e-04,5.726751506637096185e-04
3.872549728903887096e-04,3.417399888936889160e-04,5.710636295841428666e-04
3.833198143677914844e-04,3.554504452053914806e-04,5.797554209885539623e-04
3.788721797192313458e-04,3.514371205699976333e-04,5.645120475053354726e-04
3.765938800939702398e-04,3.402138511117033218e-04,5.757546686595411923e-04
3.816533980133806356e-04,3.514918530424938469e-04,5.544756139323563614e-04
3.792878219993953788e-04,3.436354798584562598e-04,5.773095264542435056e-04
3.766089072187030033e-04,3.392225896049861711e-04,5.869042387894261295e-04
3.685804833292762582e-04,3.461136312870632037e-04,5.573224803282982552e-04
3.635340300420111890e-04,3.461138987219819778e-04,5.898311306616016263e-04
3.752520194963691099e-04,3.458616246453185845e-04,5.580030752561290774e-04
3.718147372381264376e-04,3.519116098178905194e-04,5.924263002095585566e-04
3.535369963983077727e-04,3.381293428464036120e-04,5.784572603669910912e-04
3.618332899462014239e-04,3.349161550661481713e-04,5.600022866759691870e-04
3.657640667710915076e-04,3.485787199291166425e-04,5.594421617172315670e-04
3.570112628619734134e-04,3.542920198046017812e-04,5.577236853789846720e-04
3.589577565429079363e-04,3.413978961445877469e-04,5.821757170768913437e-04
3.592033852182952469e-04,3.366517670587698945e-04,5.499540597668656780e-04
3.621482580586531845e-04,3.413649294201745368e-04,5.516652253462262824e-04
3.606171960256999921e-04,3.446950743783560190e-04,5.303196981188103894e-04
3.631932527376622775e-04,3.398374981948880727e-04,5.690350929499766704e-04
3.564195755062506913e-04,3.341650156149389580e-04,5.482933556269668296e-04
3.510358595713490245e-04,3.402660485947463210e-04,5.327293493151785773e-04
3.689076501359256962e-04,3.266024735972675782e-04,5.433022339148784168e-04
3.611416573300880832e-04,3.401331732569427596e-04,5.491244916490951433e-04
3.539512786292104427e-04,3.316830055659959493e-04,5.167088132092123717e-04
3.521587489350676476e-04,3.289998342676197346e-04,5.404429404572475872e-04
3.660410354585282586e-04,3.299988572668566982e-04,5.521810749313098591e-04
3.598408274198954546e-04,3.408322810019692576e-04,5.456917600109860607e-04
3.632836828477898120e-04,3.388322742538594340e-04,5.417440246669431121e-04
3.567171634818626976e-04,3.261898113947614961e-04,5.463249550605150983e-04
3.651600081812527744e-04,3.284307747053844223e-04,5.294767924372994518e-04
3.445177325796917552e-04,3.257211538449683477e-04,5.311700797864333991e-04
3.633457803514573872e-04,3.403988172425880584e-04,5.667968728446622691e-04
3.537909740319854788e-04,3.177642023893808101e-04,5.468367110520651895e-04
3.544949932960397235e-04,3.272556205010651717e-04,5.346995074346840319e-04
3.417708784708374439e-04,3.225557501965072146e-04,5.332465641826670795e-04
3.579160004592323767e-04,3.285171571082177782e-04,5.215953226755846257e-04
3.649647515758851972e-04,3.180176700248153895e-04,5.130602132618245111e-04
3.312295440882613118e-04,3.248836168814258100e-04,5.246174094066302423e-04
3.379193305474179976e-04,3.198573673456870151e-04,5.131446452245018571e-04
3.361665695677494570e-04,3.183565333140141521e-04,5.484980221636317349e-04
3.299000726923343525e-04,3.203965513640948701e-04,5.168081251445063055e-04
3.542698409230156213e-04,3.177922097844032914e-04,5.373828946321403816e-04
3.368171123083347758e-04,3.087641320409560230e-04,5.054215130547148535e-04
3.412916355257162226e-04,3.295489046602353240e-04,5.155343630014847748e-04
3.443177772019187250e-04,3.350368135517361057e-04,5.271013252669228596e-04
3.445749538127488871e-04,3.271412422966614442e-04,5.435835692644847700e-04
3.469480392287001215e-04,3.232932134143412083e-04,5.079757665003094324e-04
3.432536227055169400e-04,3.151203506561244222e-04,5.110003681414368839e-04
3.510544803080461063e-04,3.153710488702601606e-04,5.284858350509610836e-04
3.277628435997729877e-04,3.159025383003143291e-04,5.246249463900663681e-04
3.196610398077768134e-04,3.086509459322937516e-04,5.020770967117866614e-04
3.341013404318602786e-04,3.183840312473678181e-04,5.215293526514772071e-04
3.142767103963654287e-04,3.141976005285990171e-04,5.137716431882187202e-04
3.261254751584455477e-04,3.162042667179274175e-04,5.012502275638374164e-04
3.374437923143768555e-04,3.054200558285998131e-04,5.006079569003832851e-04
3.338833610243888660e-04,3.106027779755012323e-04,5.016648328970954498e-04
3.411010329581121636e-04,3.112429571257482722e-04,5.118439644759245795e-04
3.299136867760300721e-04,3.050954558637678686e-04,4.881512837766538502e-04
3.451150615157402607e-04,3.072375702017933062e-04,5.137936936961094714e-04
3.236644940084691517e-04,2.993614012730953138e-04,5.067115054475947698e-04
3.263928129375978822e-04,2.993366956710514538e-04,5.219630310159578852e-04
3.229737459984045964e-04,3.047989076294631283e-04,5.170943538914141721e-04
3.219738474287530132e-04,3.228246685837743196e-04,4.792948093029268750e-04
3.189531214825918021e-04,3.033426797777678862e-04,4.981802307296917314e-04
3.229643677993404289e-04,3.058663048136951333e-04,5.136850454839273330e-04
3.285146353865401681e-04,2.916723727584756521e-04,4.753923406390829043e-04
3.085245475733206866e-04,3.046586822542367984e-04,5.135604379607024627e-04
3.321956741620362276e-04,3.071239472958668237e-04,4.887790746652828037e-04
3.389019044072630153e-04,3.177819205586886295e-04,5.020984160449529134e-04
3.161237803891251428e-04,2.998854364821190092e-04,5.097281819153712040e-04
3.057817760398948126e-04,2.985454197373809153e-04,4.753333347937927704e-04
3.156858600365977760e-04,3.036055220331697075e-04,4.882122566095558366e-04
3.223789388235659349e-04,3.018767915732063095e-04,4.755292671590936014e-04
3.102852168731252405e-04,2.973310701708707583e-04,4.691192775052637691e-04
3.089381403926746744e-04,2.963715005037338072e-04,4.878951470872711993e-04
3.190605239030871163e-04,2.925607968585151853e-04,4.802446073797973411e-04
3.098259896690852989e-04,2.973005055102527603e-04,4.810317772088998139e-04
3.051252314119550315e-04,2.962492300892172127e-04,4.791674355015129055e-04
3.259937086761615982e-04,3.038246067701141982e-04,4.933539546163173955e-04
3.232069412517613017e-04,3.075469589711831830e-04,4.987392079558086028e-04
3.111778946143401196e-04,2.885017850302909709e-04,4.811640375552079835e-04
3.130422334535989839e-04,2.941543020053596609e-04,4.817280519065603823e-04
3.181626449338342908e-04,2.917531363537545779e-04,4.665328189194070836e-04
3.199790514001074442e-04,2.906594659446018816e-04,4.689193583148251179e-04
3.136943511515725503e-04,3.013771622327712416e-04,4.889898919202206266e-04
3.082668904811403966e-04,3.048806349109316584e-04,4.721393170783250767e-04
3.081203991197289092e-04,2.892498281577330862e-04,4.656770666685265550e-04
2.920402376500143889e-04,2.984593846701948908e-04,4.778919399147722974e-04
3.011914541361599622e-04,2.933610092030370536e-04,4.792360720256356901e-04
2.966049182181276799e-04,3.053361880248098249e-04,4.534257837323317215e-04
3.234070042141469915e-04,3.090070789643575996e-04,4.751452291151097023e-04
3.174252283196826361e-04,3.040899104291306938e-04,4.650853129201770850e-04
3.103166881690124857e-04,3.037662521619594633e-04,4.663299257521958492e-04
3.026311300037425630e-04,2.910287945284858427e-04,4.618871364672643190e-04
3.136155335614498494e-04,2.890106711782485308e-04,4.590062479877595348e-04
2.990112444775727490e-04,2.771045327024778001e-04,4.461122505870837715e-04
3.012915816068015371e-04,2.948616612631752335e-04,4.759985306752337287e-04
2.969737103025392976e-04,2.848742503129359166e-04,4.537696276365626481e-04
3.242643387934423540e-04,2.919247169992568881e-04,4.778297653248034043e-04
3.140161442510135559e-04,2.879979775701847549e-04,4.565319720792253115e-04
2.997880420039858440e-04,2.831777752899623454e-04,4.735880470478970924e-04
3.056316330904960445e-04,2.927466343952046953e-04,4.792850626261134180e-04
3.117269311936354012e-04,2.801036578652968227e-04,4.550693825945267552e-04
3.068343663526856249e-04,2.945244017298820002e-04,4.680776659301994500e-04
3.003285372576569709e-04,2.904042740661515751e-04,4.524955408666124805e-04
3.027808482593315892e-04,2.963134039697709176e-04,4.500230700315556659e-04
3.161209026200556050e-04,2.782907245368508109e-04,4.602544937929518420e-04
2.963305486191669452e-04,2.780339603078604252e-04,4.322712735866988368e-04
2.986077595639684127e-04,2.915626435947933290e-04,4.724861118032853686e-04
2.942408443521836317e-04,2.858789381698259948e-04,4.593235629370890673e-04
2.984315614040909019e-04,2.879317909999246365e-04,4.385408745597373591e-04
3.095138784409234389e-04,2.884797054061964683e-04,4.768465429007095308e-04
2.945067912746433445e-04,2.880065827399802330e-04,4.451491577041944195e-04
2.964576219484458403e-04,2.841010764860066925e-04,4.588455648443439750e-04
3.070944867841032583e-04,2.829913144849259088e-04,4.649670297962495017e-04
3.034026038780355010e-04,2.778448805243427478e-04,4.482704341670247766e-04
2.847758028187335534e-04,2.810572835046812952e-04,4.562113750292818670e-04
3.020443592246691185e-04,2.806148755135634966e-04,4.570915115987790925e-04
3.021665934713107030e-04,2.844993496618891389e-04,4.406893356008355551e-04
2.858824671017106615e-04,2.878246582613826860e-04,4.483021615390861219e-04
2.864660812693827483e-04,2.750062135210354906e-04,4.482955636978459726e-04
2.861276034128737650e-04,2.681387331351913492e-04,4.681865505441054143e-04
2.962309593048842015e-04,2.741010893529179787e-04,4.589285109803383856e-04
2.855575408166990720e-04,2.850035797828847695e-04,4.317291257255652663e-04
2.801644825193481633e-04,2.839979517548217895e-04,4.329783517394205630e-04
2.864722396254100272e-04,2.890024220981046331e-04,4.446838493276234470e-04
2.832222336328544024e-04,2.878068840528559200e-04,4.620291002829058171e-04
3.067598704856937621e-04,2.785419923033810542e-04,4.539002949407960983e-04
2.778463561215949369e-04,2.733415795585622445e-04,4.438178136373260212e-04
2.816265283945125421e-04,2.835590800529395514e-04,4.501252044586031556e-04
2.972160324402624396e-04,2.776736104829922113e-04,4.500754367450516126e-04
2.911169183435429299e-04,2.809201937458789735e-04,4.113797361358137298e-04
2.975142033432808236e-04,2.723460164093456409e-04,4.342905728772318086e-04
2.813048797990629914e-04,2.752904447197590944e-04,4.338688975438741440e-04
2.860655118340543128e-04,2.714661114899479628e-04,4.385239724038974369e-04
2.949962572308319642e-04,2.623647339362253903e-04,4.195016148777767537e-04
2.872545913955547314e-04,2.803529541618422988e-04,4.202262790103440150e-04
2.781433690330267490e-04,2.803139493244845531e-04,4.333262905092430633e-04
2.838981573407037642e-04,2.826459647670059101e-04,4.486089443527168730e-04
2.929593967369043678e-04,2.808925183526257219e-04,4.450254345098815143e-04
2.995181353493372891e-04,2.661633907903523683e-04,4.409215758636743886e-04
2.726570987187669818e-04,2.707720923743238092e-04,4.224188895820007073e-04
2.814564801057026135e-04,2.720197024389518661e-04,4.254001927658004325e-04
2.908563174897610794e-04,2.638018753394340515e-04,4.052007742983783811e-04
2.821914383822551344e-04,2.695653065816385331e-04,4.213778002317195535e-04
2.902318011533083059e-04,2.646980638487281224e-04,4.214828579813522931e-04
2.996592329191768642e-04,2.660016007066892826e-04,4.409803669328944925e-04
2.792737527674555957e-04,2.711305156107365758e-04,4.228448508573530180e-04
2.832647849337013466e-04,2.826393829839379682e-04,4.208394804551339572e-04
2.839387016602437598e-04,2.777538977930744165e-04,4.325088214617184854e-04
2.941764810117733237e-04,2.743434059204848596e-04,4.385468594018968134e-04
2.785982933330445588e-04,2.745950578336872031e-04,4.311897218053622875e-04
2.833634953887408429e-04,2.794762952447476688e-04,4.171747649292161875e-04
2.725541429707230355e-04,2.723311751180993888e-04,4.409127402740767483e-04
2.774345362249945428e-04,2.667249848570399178e-04,4.067444523099104535e-04
2.779857519946930399e-04,2.850717060464707142e-04,4.315835990893913000e-04
2.790358774931701543e-04,2.703185893672869849e-04,4.173167855581391954e-04
2.739477953307050740e-04,2.615176074303304375e-04,4.224849106091440134e-04
2.668913681044565874e-04,2.662145119132657608e-04,4.296160815383424448e-04
2.638817315617538730e-04,2.821172592188351137e-04,4.209861815426828345e-04
2.782315457668425125e-04,2.758192923162587737e-04,3.869349606988526291e-04
2.737329082289363951e-04,2.758917369285868973e-04,4.198648554062102650e-04
2.793141213440179121e-04,2.689943065695540240e-04,4.231919608516505307e-04
2.539199151587371683e-04,2.627603739425728277e-04,4.096722147195278334e-04
2.818355312644234864e-04,2.726545150808397378e-04,3.959852822228238436e-04
2.704195542928542243e-04,2.708757946791691602e-04,4.109124145618089658e-04
2.846196964772110889e-04,2.640011131289191917e-04,4.118790794425873062e-04
2.700764420492670443e-04,2.694467795843825714e-04,4.081461242705582181e-04
2.805346087774821819e-04,2.546985353745336391e-04,4.185886630959987482e-04
2.743468347570819448e-04,2.709765182008437015e-04,4.120104063252260501e-04
2.654817192628485824e-04,2.628559047632172984e-04,4.177420187675396864e-04
2.794243835407510929e-04,2.511200532157425438e-04,4.233830159073566444e-04
2.672925383875997219e-04,2.693259882354313677e-04,3.979981656092723826e-04
2.717171672346707601e-04,2.743928445873306671e-04,4.144963392188010898e-04
2.753615542576754631e-04,2.740927742912605339e-04,3.934378751680533775e-04
2.809408246600006366e-04,2.609304839294016346e-04,4.035368067330978256e-04
2.710486370906480024e-04,2.675171082510414793e-04,4.121263774242243786e-04
2.695762783123208843e-04,2.748031626661701977e-04,3.903790017467119846e-04
2.784439216604977759e-04,2.647739123825919977e-04,4.091260095769203107e-04
2.779838276866767764e-04,2.674954065519552135e-04,4.073471074697765826e-04
2.643774730464027150e-04,2.641277555551424993e-04,4.142759805282901541e-04
2.709653494957532660e-04,2.582350361279337034e-04,3.907741055117587635e-04
2.635256389056747531e-04,2.646348843215858763e-04,3.898417589136491377e-04
2.687630909336156059e-04,2.751934678531283286e-04,4.019364639115765615e-04
2.809763933418643980e-04,2.776246122862468472e-04,4.131996441370192757e-04
