AD_ax (m/s^2),AD_ay (m/s^2),AD_az (m/s^2)
5.028124102514298834e-04,4.728808846739177398e-04,7.732382325208826332e-04
4.911597502737419154e-04,4.890152788774968125e-04,7.869373734318272674e-04
4.896796649609561156e-04,4.719635000222794350e-04,7.759960904871960122e-04
4.864019434237603582e-04,4.794420138653486562e-04,7.532525157968317231e-04
4.788782861232456661e-04,4.798275154520209628e-04,7.484171028204491226e-04
4.882379257262724746e-04,4.702536677253760884e-04,7.510682524453466628e-04
4.686613016225732085e-04,4.618124178112783347e-04,7.471305784583439800e-04
4.817838928133568333e-04,4.717487396660854037e-04,7.432089542171118777e-04
4.850381681139160446e-04,4.705485177025444028e-04,7.341358811620091532e-04
4.742437179000104949e-04,4.518341944295198179e-04,7.296064954880121045e-04
4.751076239887737948e-04,4.571728138328218726e-04,7.552928027401514420e-04
4.733195577462794316e-04,4.527267973876165225e-04,7.268010105873167316e-04
4.665308121314822834e-04,4.594103026027595215e-04,7.315023201603244440e-04
4.641699749756785951e-04,4.510758338869480456e-04,7.450418984483724461e-04
4.668696981010218329e-04,4.408931783075960460e-04,7.158610970587289289e-04
4.628157757638785299e-04,4.471234956893448847e-04,7.246953208515206175e-04
4.738454855636279619e-04,4.406041713543885083e-04,7.250916613384098984e-04
4.502018628197275115e-04,4.554349955581766998e-04,6.843890018054328474e-04
4.555324345248391534e-04,4.300940989585682337e-04,7.168432491843992373e-04
4.473530487593175447e-04,4.486194228442931986e-04,7.297301423790908794e-04
4.464652367163029741e-04,4.316569367353897653e-04,6.972907534466245760e-04
4.390223343413016187e-04,4.292455291825579360e-04,7.135248299058671124e-04
4.675364034534059961e-04,4.326444282992044114e-04,7.105968325393738913e-04
4.410364254445584995e-04,4.344710684296378459e-04,6.894868588197912212e-04
4.325405905260194437e-04,4.356943446561413339e-04,6.832748006463268972e-04
4.398296731905382327e-04,4.339039139349464631e-04,6.757114703904429148e-04
4.366190498948578462e-04,4.236475674908148970e-04,6.792082445232790590e-04
4.529309073972252720e-04,4.471234523548532906e-04,6.825015318961734443e-04
4.425828880256703173e-04,4.180051464662853282e-04,6.844118823372909079e-04
4.567170758639398976e-04,4.273509513565425418e-04,6.864771641081708533e-04
4.478519575989298174e-04,4.245778134460799556e-04,6.818297595808916816e-04
4.445329499623691086e-04,4.108735230421839131e-04,6.762802820135129346e-04
4.265760298352407943e-04,4.222119016911859372e-04,6.722494934088174730e-04
4.488767050577306943e-04,4.275612302946539740e-04,6.717592016601799457e-04
4.326704280808424917e-04,4.283427520921879116e-04,6.652193871078125901e-04
4.445889253056249744e-04,4.254665080509277661e-04,6.713115958891943897e-04
4.394850069077783699e-04,4.142385687505084277e-04,6.711210587616745632e-04
4.240268338140792330e-04,4.134457394311599884e-04,6.390641142272616071e-04
4.252331554490150012e-04,4.235301419213933984e-04,6.590961110227121483e-04
4.346331289037315177e-04,4.166317943377043803e-04,6.368335336456708989e-04
4.369577313021252179e-04,4.062407934526802273e-04,6.436755519452757451e-04
4.271799997021327321e-04,4.081101094870622599e-04,6.542602722831028983e-04
4.162051381537590529e-04,4.098512628109297331e-04,6.416965235099890245e-04
4.250864570912872673e-04,4.143846068435703576e-04,6.417979320280218667e-04
4.253097957706701874e-04,4.021052012243952600e-04,6.504726910787278016e-04
4.260927093380364821e-04,4.007736853732516346e-04,6.492517671671812303e-04
4.217550350776809432e-04,3.992838154037100531e-04,6.412930312751731260e-04
4.226112171071335234e-04,3.930088871177518455e-04,6.322856176113037961e-04
4.089820028653290223e-04,4.047598416858103824e-04,6.448618215727855429e-04
4.231504260142850051e-04,3.919508042120770455e-04,6.198723086659049461e-04
4.182027358069329665e-04,4.029844363870338248e-04,6.251306181713904868e-04
3.924423661984231555e-04,4.034171502069772717e-04,6.328845271358627452e-04
4.135400460665371964e-04,3.990371178736082619e-04,6.356264823585235958e-04
4.189913218938581536e-04,3.871555980337198512e-04,6.179484550923854342e-04
4.251204143435330309e-04,3.902567639378850769e-04,6.134338349082930344e-04
4.027901243830771185e-04,3.767662346969766467e-04,6.159662181871336344e-04
4.111536077221377350e-04,3.896914992062251379e-04,6.354591472219551151e-04
4.038080249868576557e-04,3.826993887747666824e-04,5.992658996987695625e-04
4.057928722341823760e-04,3.739728777108159504e-04,6.181333368582722729e-04
4.157156937312140080e-04,3.818585978987111204e-04,6.173912040240185032e-04
3.827177953972720555e-04,3.976400519607341580e-04,6.126915663908600544e-04
4.044654156438228106e-04,3.998604172410363550e-04,6.017955919508569508e-04
3.889971733842160313e-04,3.868785673365305157e-04,6.145196306820447860e-04
3.833724688100623732e-04,3.782292717880219386e-04,5.940878481953225506e-04
4.020309418167002558e-04,3.753382359495124952e-04,6.002526342135498533e-04
4.088116468845759345e-04,3.704074539345970029e-04,6.115259718803576832e-04
3.973478940608809822e-04,3.966443427459523667e-04,5.836729039884273320e-04
4.019187544050566228e-04,3.777661222535073676e-04,6.025802584968783290e-04
3.885721041781755323e-04,3.607604937153986507e-04,5.878429251389886241e-04
3.867486160623707860e-04,3.882072775004741564e-04,5.894162380670355363e-04
4.030173767805619173e-04,3.769415037124437123e-04,5.929827115189963182e-04
3.985587189678783167e-04,3.831076296279945881e-04,6.008499192926116316e-04
3.951060549381568286e-04,3.666292264683531201e-04,5.951812465779592965e-04
3.958124418359318798e-04,3.707867085096579630e-04,5.955139080789470952e-04
4.027695686462449249e-04,3.627947927258545193e-04,5.873428151451766475e-04
3.855978005590289547e-04,3.705858251753942588e-04,5.768222109465612722e-04
3.954411714250579703e-04,3.779319845163513886e-04,5.906363497844288124e-04
3.874028446843400127e-04,3.697490308861293745e-04,5.708672908521386733e-04
3.988231391450578617e-04,3.771191315745153132e-04,5.876693594128537274e-04
3.763281383643105071e-04,3.642421157573262776e-04,5.741450428223094727e-04
3.854518059881318465e-04,3.693634207602538352e-04,5.677733578947398180e-04
3.745894374939879646e-04,3.553024837068365148e-04,5.656762830329785472e-04
3.730299263674052390e-04,3.777539706135818985e-04,5.697531213025306199e-04
3.684804637726243307e-04,3.686270470669459416e-04,5.759555796112192198e-04
3.833949185636307123e-04,3.654960835130430371e-04,5.555287069132659999e-04
3.756186287361872262e-04,3.696532440322395177e-04,5.583590387781502042e-04
3.695406150660952393e-04,3.672929171219156490e-04,5.905458318049057074e-04
3.722544952147941702e-04,3.566151653271440241e-04,5.579240442513787182e-04
3.718150360130139721e-04,3.626048514790809144e-04,5.708535022186610446e-04
3.725968717848965458e-04,3.611264105746544322e-04,5.599264100345684517e-04
3.777138350339836982e-04,3.675198708808778995e-04,5.710363732656075766e-04
3.654082589158121389e-04,3.542393183983889881e-04,5.546912950195934501e-04
3.849222150799852873e-04,3.563787864043506783e-04,5.317980684998751444e-04
3.748606212338833721e-04,3.577843640448989237e-04,5.705813822030804004e-04
3.699652740679947385e-04,3.626649186211346274e-04,5.508673743919668877e-04
3.679012306840705464e-04,3.564608094491525207e-04,5.448225733517075104e-04
3.670186787855418686e-04,3.416170881713240888e-04,5.653985989617396320e-04
3.766593731963123947e-04,3.671441415261983334e-04,5.520682721011182896e-04
3.758141029686064370e-04,3.475310091539850687e-04,5.674073827060962215e-04
3.847325828933095089e-04,3.472421017550264902e-04,5.600458195976923490e-04
3.732277104901969588e-04,3.582372105893460025e-04,5.490604470623031705e-04
3.624958137035784260e-04,3.599415166357119284e-04,5.542583817989072325e-04
3.606375047553458339e-04,3.493325181744309847e-04,5.409164841730521381e-04
3.592398518099417762e-04,3.551975669334244898e-04,5.522112417077362258e-04
3.662891417078574735e-04,3.522683781146664582e-04,5.336009346936979427e-04
3.681100751804153304e-04,3.518398484037580580e-04,5.515052953822071778e-04
3.717241266523527024e-04,3.433407596124679541e-04,5.356802975015737987e-04
3.511747371258348675e-04,3.436381918373904881e-04,5.408652350886645381e-04
3.613791016149159145e-04,3.418536739429200609e-04,5.400888440784417819e-04
3.532951613673094866e-04,3.355667881795540994e-04,5.239385377216531714e-04
3.625378165222121096e-04,3.510899184717577006e-04,5.367465666587525278e-04
3.323727962637762641e-04,3.374260359585004912e-04,5.487666027839694510e-04
3.600074475811257781e-04,3.318614370379727868e-04,5.226017886944638296e-04
3.452994807240932656e-04,3.352721682263468182e-04,5.358993706997331168e-04
3.466147917557112581e-04,3.533364237956082457e-04,5.159271322707693246e-04
3.550304714149359986e-04,3.477487336728992263e-04,5.367747323249281912e-04
3.391807320017374517e-04,3.394127562727069841e-04,5.279325255435656427e-04
3.537223272248274202e-04,3.365435862190221841e-04,5.309191203990208619e-04
3.612513892938857977e-04,3.420166721316740478e-04,5.194835401150730550e-04
3.389362938664750675e-04,3.269170898251515223e-04,5.333539228755257563e-04
3.361789619036089759e-04,3.276680152955451929e-04,5.225864310672324875e-04
3.450437628444587269e-04,3.300960766834550421e-04,5.254156225758297534e-04
3.480219943630913316e-04,3.380024555673490430e-04,5.319727364846333923e-04
3.488397160104848285e-04,3.274708972715558363e-04,5.331881716551421183e-04
3.526642131252785846e-04,3.327128552398721218e-04,5.176765391012080192e-04
3.525368788748122015e-04,3.353142492212928764e-04,5.215356470946634973e-04
3.415929333265916223e-04,3.262348508737028833e-04,5.187029403786278404e-04
3.318752142226619379e-04,3.439086026743397155e-04,5.035133710510971035e-04
3.250916192914766155e-04,3.356950626005960432e-04,5.245280667727558526e-04
3.468857124848800239e-04,3.313184430456192226e-04,5.150525592753870709e-04
3.416225032423895222e-04,3.218936631527555985e-04,5.120903130198499334e-04
3.370457068105874986e-04,3.187229948553102358e-04,5.079971605369806766e-04
3.309463030646862878e-04,3.349523592853340288e-04,4.944800021944070322e-04
3.339682929421448508e-04,3.064519355467503229e-04,5.258295649868640525e-04
3.425327099594503797e-04,3.400324284869451845e-04,5.153388087490703767e-04
3.405662761787926090e-04,3.359291674346821148e-04,4.964390005905587383e-04
3.417655670226112693e-04,3.210286726170951082e-04,5.340536475884230354e-04
3.346278191263604295e-04,3.344592518859768699e-04,4.782534145186268784e-04
3.222733237900821850e-04,3.208138847676153798e-04,5.223133543627636859e-04
3.425784310824002573e-04,3.309293818123858416e-04,5.060707160747838444e-04
3.223270066623576966e-04,3.090223905559486895e-04,4.929177416692775851e-04
3.415554802357125301e-04,3.216349666242045656e-04,5.124528385922856111e-04
3.230233207988771819e-04,3.267366351717356800e-04,5.026592902914983315e-04
3.509232224227938884e-04,3.172343629262635374e-04,4.916042557147386411e-04
3.284046039766506703e-04,3.116991710519788675e-04,5.332785283832285408e-04
3.214656738702002543e-04,3.080448797584504363e-04,4.804356677046890960e-04
3.273159686302558173e-04,3.201819182644620844e-04,5.178918806881514531e-04
3.207588010012122791e-04,3.142919696433130335e-04,4.907490029420415352e-04
3.178894436861596628e-04,3.149563147918414360e-04,5.155845872902152949e-04
3.276801882384453458e-04,3.072961331001367946e-04,5.055676500994473171e-04
3.334008318129306819e-04,3.250126538597610513e-04,4.954978476862826210e-04
3.206582578439174736e-04,3.166641783378793245e-04,4.807022682834048840e-04
3.333582692044786033e-04,3.146962989546947097e-04,4.943121796876827085e-04
3.313713379617162932e-04,3.071282213876903974e-04,4.978646472283940238e-04
3.218411977397064557e-04,3.055573614286613343e-04,4.928428034243116261e-04
3.236949885366550614e-04,3.165652158493202314e-04,4.967547481969251727e-04
3.142534400586750073e-04,3.114302865678688997e-04,5.080165944470368651e-04
3.145860805949820768e-04,3.074783341515073261e-04,5.024637650927313336e-04
3.178703926649727933e-04,3.182271970147619003e-04,5.007238946096258638e-04
3.147554299451497993e-04,3.056892381908344540e-04,4.901280348330896942e-04
3.107230705037531174e-04,3.175486838812450530e-04,5.028044541419811071e-04
3.083350219455494577e-04,3.064773644826176849e-04,5.022291922978680372e-04
3.242720611047870440e-04,3.084359875365232833e-04,4.903722064079617813e-04
3.126539173133261861e-04,3.193320526069975593e-04,4.661856144393543592e-04
3.158959733660658188e-04,3.110380114639542696e-04,4.842079982133591469e-04
3.169082630420092038e-04,3.020974990302907007e-04,4.762044631616921958e-04
3.188764644775823735e-04,3.059159919245267025e-04,4.868867905939229697e-04
3.044364913598647396e-04,2.999427322313629276e-04,4.717651388071352945e-04
3.157537636964938992e-04,2.998271070612032875e-04,4.878833854423523424e-04
3.072748582268967346e-04,2.930277386947493698e-04,4.884997193445496247e-04
3.148166153449314655e-04,3.028546285914141337e-04,4.870075518502986608e-04
3.200248562737120620e-04,3.125564601212795857e-04,4.831924497100382153e-04
2.941751967687277034e-04,3.167433634103814584e-04,4.801406859885659672e-04
3.012133401253846618e-04,3.119128306271397874e-04,5.138018755841949198e-04
3.165915353426200789e-04,3.006702746828809935e-04,4.799475949219723534e-04
3.000765355249402884e-04,2.949172782906060632e-04,4.586419957113729200e-04
3.001241493358523067e-04,3.121010185268189262e-04,4.529500522594619811e-04
2.901674818300595498e-04,3.070477703399570961e-04,4.756311910392475861e-04
3.075592507761223623e-04,2.956899423905634474e-04,4.696460624124957945e-04
3.075429546077230059e-04,2.958836508857001410e-04,4.608331908286828361e-04
2.977175291660484049e-04,2.979833165201583732e-04,4.780258190850771938e-04
3.026470028957931610e-04,3.149419963088435372e-04,4.727690826046902317e-04
2.899288969107201796e-04,3.091487448759248587e-04,4.565611210632520558e-04
3.132074570904833815e-04,3.036616283102947888e-04,4.678964861365036455e-04
3.018385345213084195e-04,3.082428530962802709e-04,4.502265775332344204e-04
2.999158512737060307e-04,2.911134312879509528e-04,4.575726277647977755e-04
3.308555465328374490e-04,2.910706197084396104e-04,4.629546927338258817e-04
3.132962145961686517e-04,2.976597810402203774e-04,4.659626796120085374e-04
2.997586445726935721e-04,3.037665183430240121e-04,4.721071815129379112e-04
3.068841177759662779e-04,3.014996290768081635e-04,4.642873632079795023e-04
3.029850051515312471e-04,3.021941209464193163e-04,4.490401431804194490e-04
3.035463422937005151e-04,2.873817915650132620e-04,4.632394323245103392e-04
2.938176051914527607e-04,2.959201995995248144e-04,4.605260242864474751e-04
2.891440997989157356e-04,2.988934322223738851e-04,4.598842266836391753e-04
2.962271460270814128e-04,3.061519639859831094e-04,4.651410649869034157e-04
2.922442625169042541e-04,2.771848015885189039e-04,4.510384681192004808e-04
3.046582258626579724e-04,2.946118886422055723e-04,4.606134670519710620e-04
2.996860900366450403e-04,2.919422267312589891e-04,4.489293889036747101e-04
2.928160852857619018e-04,2.943933040583896843e-04,4.383979910021111397e-04
2.951519444313377210e-04,2.966169761147711319e-04,4.447739460030945770e-04
3.030303644285099697e-04,2.793747066313695057e-04,4.831784340264458745e-04
2.896877785977789756e-04,2.948690140816363141e-04,4.495849401862529043e-04
2.911870687952225457e-04,2.882106110697834852e-04,4.438792612531385854e-04
2.956040821403459412e-04,2.844198279358966012e-04,4.459484657069315077e-04
2.863251733725582062e-04,2.955746047906904553e-04,4.629872743482389415e-04
2.868468367855689480e-04,2.918157049465041762e-04,4.490599897222337183e-04
2.802422790630552073e-04,2.805984557900585946e-04,4.596945004588620892e-04
2.950098277566461525e-04,2.891337040818135881e-04,4.357016979282205145e-04
2.764020673610905290e-04,2.789341050996389489e-04,4.517869191022822655e-04
3.044685969586523907e-04,2.976237390349144351e-04,4.616948417110582352e-04
2.710899777613883128e-04,2.875537420696958014e-04,4.548816484794722392e-04
2.882665757821971700e-04,2.899391224444777511e-04,4.673941111031251175e-04
2.772049016897155937e-04,2.869060155225810712e-04,4.380903221652223713e-04
2.951304744470339080e-04,2.963030015273814509e-04,4.546506612836438027e-04
3.000340956198774343e-04,2.817855555302606276e-04,4.485567072248817047e-04
2.768304734623007143e-04,2.868993860318401934e-04,4.335838096875592137e-04
2.648652490796676775e-04,2.844035795253771980e-04,4.306303498254014368e-04
2.869266351020047429e-04,2.848755361596576048e-04,4.386614163700218146e-04
2.817460679202528459e-04,2.715675602116268813e-04,4.559188825725705627e-04
2.951989039453349682e-04,2.921193800788525322e-04,4.507135154852187392e-04
2.879134569851479579e-04,2.810694912693828150e-04,4.611113401965812974e-04
2.682872262908793468e-04,3.050762910234805871e-04,4.516225141575973506e-04
2.837822830682045654e-04,2.654502134641063913e-04,4.393034057299090257e-04
2.686080485948436850e-04,2.766044022069371450e-04,4.527047725990605278e-04
2.770017471673632170e-04,2.802871727856916738e-04,4.427941852698159711e-04
2.875780041501848380e-04,2.666301262127903954e-04,4.338947589861686630e-04
2.904986739212959751e-04,2.879610470670592782e-04,4.547999689265203776e-04
2.672243570759304438e-04,2.805532088059440612e-04,4.387324956114111232e-04
2.839321799377441530e-04,2.848843743766686144e-04,4.454377006226156125e-04
2.924734205407319206e-04,2.771813550494664317e-04,4.551706042464836533e-04
2.759405419113210647e-04,2.930560394418216426e-04,4.307111778341824013e-04
2.707762291716590505e-04,2.821073968013052208e-04,4.422745455649477520e-04
2.826428816503570997e-04,2.704085519473726574e-04,4.349979647831566406e-04
2.786554055765215259e-04,2.819637580598121718e-04,4.283861577986688269e-04
2.623168211051576763e-04,2.718665453960297730e-04,4.345301318696845262e-04
2.808752739169215716e-04,2.840988424507097680e-04,4.303026360755585721e-04
2.675140111560783945e-04,2.686609036251511517e-04,4.364399812613684385e-04
2.797311407703490134e-04,2.736974204042672172e-04,4.546874244326519531e-04
2.637869853381860554e-04,2.658382749529590128e-04,4.307296600782675733e-04
2.817316029375582418e-04,2.756913407285973552e-04,4.278191998527901513e-04
2.840612541478400375e-04,2.796490917409987821e-04,4.158187457861606739e-04
2.715708506203903176e-04,2.802474457827643420e-04,4.541680346584980963e-04
2.656928665532218552e-04,2.762979846300698617e-04,4.287606245014263014e-04
2.756507000712105884e-04,2.744638437271286003e-04,4.222303148807132474e-04
2.705478606252039657e-04,2.800181345227398862e-04,4.424299145934804741e-04
2.590205326219621024e-04,2.713916781902080979e-04,4.571331106964494862e-04
2.520730182370184056e-04,2.761038420951463629e-04,4.323217968860569214e-04
2.703985481294707760e-04,2.641803242194433747e-04,4.256436498770635847e-04
2.839564846558770392e-04,2.819744433812834510e-04,4.467272907283254815e-04
2.665657205367584254e-04,2.694785474809220042e-04,4.155477988086497582e-04
2.626169659466641481e-04,2.726063201806263139e-04,4.374262512600605372e-04
2.726036751530517437e-04,2.710426923090472054e-04,4.387650780885301942e-04
2.731294550128736723e-04,2.763069449610854348e-04,4.269402566151686779e-04
2.692914019116951756e-04,2.598278499429409701e-04,4.473739052637273027e-04
2.688696296231710679e-04,2.650452322058395658e-04,4.347657976729848365e-04
2.613746874610449944e-04,2.686300963851510622e-04,4.379349905553542245e-04
2.724944267080093912e-04,2.786990579688998449e-04,4.342249273203317782e-04
2.576182717764197139e-04,2.809104306246557178e-04,4.087897950743898490e-04
2.614055494482214943e-04,2.594459540849717465e-04,4.327298841254469228e-04
2.715275641408781407e-04,2.582968091289286616e-04,4.202725744552149138e-04
2.724332773707705425e-04,2.683159611024798640e-04,4.258143086545998707e-04
2.738780961168092503e-04,2.597817007337854486e-04,4.349622806637382902e-04
2.759855788828464648e-04,2.713082064552603838e-04,4.184149692827812445e-04
2.626471992084973756e-04,2.609205075426175146e-04,4.146939631106098681e-04
2.741385488455710387e-04,2.770306074535114783e-04,4.342144306686255856e-04
2.689204257713576443e-04,2.703536716651261103e-04,4.251062343767783125e-04
2.665891612131478846e-04,2.631163949216350326e-04,4.351513181919144349e-04
2.684371253762881326e-04,2.468615266518512188e-04,4.239879434171505172e-04
2.644708423116747757e-04,2.688793466656786107e-04,4.106672239403752261e-04
2.610705865416682275e-04,2.800392491962245211e-04,4.403363354380825231e-04
2.596502331758042360e-04,2.566080818111962387e-04,4.229620148062916436e-04
2.704245478262852151e-04,2.634381409316142596e-04,4.223126605713089067e-04
2.651069719778737627e-04,2.710702981096712173e-04,4.042430453717909991e-04
2.651929954435155719e-04,2.691122502736980953e-04,4.107420725752582678e-04
2.563827978123302915e-04,2.663558437043536892e-04,4.072865631981848421e-04
2.703682701381569038e-04,2.580812594310835065e-04,4.235048201029462220e-04
2.535830876355437205e-04,2.614803061164539867e-04,4.353502110425110333e-04
2.506331980546224500e-04,2.592579183013474405e-04,4.396761992029742214e-04
2.457206108797380150e-04,2.507480630792109275e-04,4.161774481439037645e-04
