AD_ax (m/s^2),AD_ay (m/s^2),AD_az (m/s^2)
5.541543360350513004e-04,5.316428731498817461e-04,8.413464802570378917e-04
5.462971287125284328e-04,5.261481257101910001e-04,8.343562743478470309e-04
5.407877472158720061e-04,5.180178956086287740e-04,8.297697353302663529e-04
5.274949342849670876e-04,5.230031063232893317e-04,8.249596274283889754e-04
5.451832678475618124e-04,5.140661816316114243e-04,8.293846166546746564e-04
5.351770225256754056e-04,5.207235231879339026e-04,8.129635486488904139e-04
5.428245472407337586e-04,5.097658417412444373e-04,8.150210875947379698e-04
5.270184277358817360e-04,4.935048965143024350e-04,8.248539795161873023e-04
5.224495185009531356e-04,5.067697062444016234e-04,7.797459332501259239e-04
5.232409267831165164e-04,5.037826364681414646e-04,7.816356613838442097e-04
5.204589839588213323e-04,5.053346715221911220e-04,8.041128322660338152e-04
5.164529583531900269e-04,4.938572500759587456e-04,7.822892422198887089e-04
5.218995045647094972e-04,5.002706211931790686e-04,7.793505515917557207e-04
5.107687748153941221e-04,4.920619243011722932e-04,7.771977895015130811e-04
5.149877522663860729e-04,4.942894643995981736e-04,7.629814280610291467e-04
5.129054223310157770e-04,4.833984542193489912e-04,7.603600457941976079e-04
5.109061313863780046e-04,4.907119970997304848e-04,7.756719863604777995e-04
5.026571724799183639e-04,4.800593154121392974e-04,7.767326533714412904e-04
4.908078759923411704e-04,4.818342854478718774e-04,7.707140185292359058e-04
4.986855143521767494e-04,4.918610926643978689e-04,7.745007619758752064e-04
4.855693878071686877e-04,4.632467364370055100e-04,7.668767005716580799e-04
4.949767584148039934e-04,4.756016942379218452e-04,7.613546460920446674e-04
4.962880567324721298e-04,4.677821355082203416e-04,7.384939439465353084e-04
5.166633932594684973e-04,4.731001511039560690e-04,7.707532073068901852e-04
5.031504053028863646e-04,4.595011300990676042e-04,7.696551845247333323e-04
4.980873521979714471e-04,4.688110982716644278e-04,7.394251101039080220e-04
4.931778346609746923e-04,4.570205729686623009e-04,7.435314091096477092e-04
4.747528289496300187e-04,4.609100561178629913e-04,7.489240361577207935e-04
4.766261265969943487e-04,4.639644900252359698e-04,7.424147611292758681e-04
4.826854039051318925e-04,4.536189710866099750e-04,7.233346774574174855e-04
4.689313044422018222e-04,4.518102086941010349e-04,7.296666841922623244e-04
4.759956723107008707e-04,4.505657967635011440e-04,7.372248055518214023e-04
4.659658051683343918e-04,4.457128567037536913e-04,7.327692811069025976e-04
4.696546191414985544e-04,4.454977681683813828e-04,7.188289687943347087e-04
4.705175395530139157e-04,4.515536700844442492e-04,7.442644320883716079e-04
4.608699239842819714e-04,4.483874499191706740e-04,7.041820988218216310e-04
4.820424657940654452e-04,4.457074016812361179e-04,7.111015203090100770e-04
4.722706216562124045e-04,4.488017608784406311e-04,7.122321168017527659e-04
4.821549320909414228e-04,4.487359019105475132e-04,7.025610970960738952e-04
4.573562142522776116e-04,4.391228279541774552e-04,7.104882548327446463e-04
4.651737506099042963e-04,4.367767589098266851e-04,7.047738840031799118e-04
4.622547305104965452e-04,4.386833924315106689e-04,7.275343347599835721e-04
4.492193999504923174e-04,4.335191009706585320e-04,7.165249358758493236e-04
4.709656561862843468e-04,4.415459435683719838e-04,7.149873585350183421e-04
4.605905798869082196e-04,4.339417442602238966e-04,6.901460647884046645e-04
4.457679325437118099e-04,4.300417691025642261e-04,6.981819828501163727e-04
4.546683781912673429e-04,4.336188405773784625e-04,7.047237428956966551e-04
4.464396485730695715e-04,4.398359323400229679e-04,6.675072439514285203e-04
4.475701439400997473e-04,4.285956012444412633e-04,7.129871858965458739e-04
4.418671417512141496e-04,4.127105674928078973e-04,6.731148522247905677e-04
4.425752677169029104e-04,4.051894577560913053e-04,6.921032947429685408e-04
4.391353327981092772e-04,4.271689182329746958e-04,6.834164200790090711e-04
4.486375128730004107e-04,4.157694353644776197e-04,6.727982682982047843e-04
4.485587712001422095e-04,4.133269277909666596e-04,6.782774738312473753e-04
4.406316405912258198e-04,4.137879536844443914e-04,6.635654123911383486e-04
4.426645436510006845e-04,4.224194833960398803e-04,6.589506625747279913e-04
4.305464350149598935e-04,4.168851375780195374e-04,6.707468832675101897e-04
4.319925866977401612e-04,4.010910715744639247e-04,6.524326150852088847e-04
4.194096375166119655e-04,4.065488646140773396e-04,6.705293166206321683e-04
4.348319681874347905e-04,4.021150892473187178e-04,6.501380176368429156e-04
4.170626707113697434e-04,4.034636637307100512e-04,6.494613454472065875e-04
4.291999670455961158e-04,4.026699052519560544e-04,6.787709789448245984e-04
4.152414018445364915e-04,4.090284610547940893e-04,6.652272037510793823e-04
4.294859873860492911e-04,4.013884393462212687e-04,6.705789172635222067e-04
4.226027743070860090e-04,4.074210888131811893e-04,6.308262020017611511e-04
4.369909414694685764e-04,4.001239083857713926e-04,6.448084847893450306e-04
4.174197174256383562e-04,4.205437909765763938e-04,6.435318577776267352e-04
4.233724247911381760e-04,4.050543042891884796e-04,6.421779993616697673e-04
4.222639143994406387e-04,4.067354711623923872e-04,6.434067556431978746e-04
4.258653424226694186e-04,3.772607784835173717e-04,6.498815531836292687e-04
4.198240078890913009e-04,3.950873797635811170e-04,6.286417967037607850e-04
4.118433411322444215e-04,3.897605980944702803e-04,6.344858920217391965e-04
4.173373137162771779e-04,3.859864334041944239e-04,6.541132761711008570e-04
4.242003710522768058e-04,3.878051349681428542e-04,6.599030237691203395e-04
4.158801516533207430e-04,3.974418270879857785e-04,6.224260949810238395e-04
4.244196329330318217e-04,3.981210432253374045e-04,6.140601106072514793e-04
4.162826339537096468e-04,3.786233109718274681e-04,6.226094588013971441e-04
4.219310485065278513e-04,3.834813125618711572e-04,6.193428148624640110e-04
4.012953575645186017e-04,3.863706850050385071e-04,6.210796007734976486e-04
3.931045650910432632e-04,3.930454772807468952e-04,6.411777070266700025e-04
4.148133825936722256e-04,3.719036850979992527e-04,6.325591778238446108e-04
4.046654607691049614e-04,3.765086952930575114e-04,6.376899732594222591e-04
3.946029638548196618e-04,3.791863042042310848e-04,6.287111839725834832e-04
4.037802177159463589e-04,3.748237270316738361e-04,6.045995322303743995e-04
4.000558300351448010e-04,3.668439364662020533e-04,6.232348662714166498e-04
4.120482069631913589e-04,3.933878512151789972e-04,6.239803716584556379e-04
4.044092230772461253e-04,3.832252931817842472e-04,6.312087199165675134e-04
3.997994759898921397e-04,3.767624690112269864e-04,6.012319388977090681e-04
3.919915432891873551e-04,3.733641406335286923e-04,6.026802256354319657e-04
4.044489912136256245e-04,3.703434352582001703e-04,6.065540570553506041e-04
3.948728127894614911e-04,3.606915774303957141e-04,6.084004982226469925e-04
3.917090685107932433e-04,3.661262568075795802e-04,6.170514983249394438e-04
3.793471822947352815e-04,3.672800554935750066e-04,6.027658474583139254e-04
3.842252645023520158e-04,3.555680021272151332e-04,5.972119700778897059e-04
3.927623760954205992e-04,3.636472539931308724e-04,5.960799266267830182e-04
3.758329073864304136e-04,3.591907806874287197e-04,5.828494684154545118e-04
3.883478598119059592e-04,3.654337762205623502e-04,6.043924453886759555e-04
3.998348037179154163e-04,3.573272794194199504e-04,6.021561478904828048e-04
3.803578423537066480e-04,3.562715879448677772e-04,5.841566575270532675e-04
3.839837330652735360e-04,3.626566905873689116e-04,5.814790973895227503e-04
3.865074116232516694e-04,3.645076104953352456e-04,6.051669851367261817e-04
3.985339880554780527e-04,3.644529942355594684e-04,5.903604165991491182e-04
3.768144748406036327e-04,3.490660473987200756e-04,5.886490146374516322e-04
3.844030625494441523e-04,3.560878916237466716e-04,5.823846397543586736e-04
3.851556156757986811e-04,3.596623364059358904e-04,5.907203218932478243e-04
3.705630097936522946e-04,3.525432671837912886e-04,5.827945533245151985e-04
3.844848460506117716e-04,3.517992961351446425e-04,5.878874669666899703e-04
3.716908248139544281e-04,3.482457748034537199e-04,5.749453845432069476e-04
3.823058243215128973e-04,3.515840523800628525e-04,5.658971956491470499e-04
3.753493572915654478e-04,3.631567106356968846e-04,5.972828750000883135e-04
3.783380319722639564e-04,3.480134562963737221e-04,5.893069630280890758e-04
3.793918081998468635e-04,3.552536768356227403e-04,5.629448911242304057e-04
3.697077625058864370e-04,3.496822017923013242e-04,5.776232083111867499e-04
3.823877185426320614e-04,3.417454338863919997e-04,5.770787320606049183e-04
3.658824919094422613e-04,3.535579254937376938e-04,5.614508195524407904e-04
3.597825915688911548e-04,3.436642557004205623e-04,5.622209344753944116e-04
3.786956035418203811e-04,3.255498301046597163e-04,5.705419891945171353e-04
3.752965655112692751e-04,3.628366294319264546e-04,5.660485110237747138e-04
3.752278440233664468e-04,3.417981486843726306e-04,5.526642656718316676e-04
3.744288729561429194e-04,3.384489187359132839e-04,5.767998867251017837e-04
3.812340319511444645e-04,3.355806893727117835e-04,5.476838384812632429e-04
3.786375989829334843e-04,3.401407161312972266e-04,5.556912797892481692e-04
3.617419680179448328e-04,3.191858333889289806e-04,5.517453627117313878e-04
3.680028536530774029e-04,3.388960406111713700e-04,5.355429263644489795e-04
3.661008042297449281e-04,3.307437741286031675e-04,5.605252094395983455e-04
3.657446693243012110e-04,3.316857799001056168e-04,5.347920124826995242e-04
3.610028621515149177e-04,3.285164552808633536e-04,5.475934192144382012e-04
3.572181246776094578e-04,3.320399652089188773e-04,5.446726294243152454e-04
3.660081363279613130e-04,3.446460113718458410e-04,5.380091289095834117e-04
3.628645913568813376e-04,3.399262273747993249e-04,5.394772319523111030e-04
3.614000224743749569e-04,3.214128430206772240e-04,5.507256493849303335e-04
3.471512657702413964e-04,3.388868317513883525e-04,5.508058476106482502e-04
3.521731631833492702e-04,3.412492282211331386e-04,5.495213457599130774e-04
3.594309521000662601e-04,3.294093419334733603e-04,5.347833353712776704e-04
3.495839098176984380e-04,3.273443435424417021e-04,5.474085847328074086e-04
3.609606907111212329e-04,3.231426158257075980e-04,5.347509871213386229e-04
3.582905716085267199e-04,3.248268301039333554e-04,5.307816902226832880e-04
3.522721709770531445e-04,3.173275728556816254e-04,5.492981539549489801e-04
3.383993614021509598e-04,3.262107095753241258e-04,5.324582497712723262e-04
3.530208164031084245e-04,3.347125471711066857e-04,5.234770834334175667e-04
3.434848014297961364e-04,3.125062744610062693e-04,5.368814426430936317e-04
3.489046525497283154e-04,3.167140017398504008e-04,5.132032366667578591e-04
3.770534312045592247e-04,3.339163925231936015e-04,5.346029516736417082e-04
3.678127910306362518e-04,3.225080313429986136e-04,5.242564401880620700e-04
3.596610179788632959e-04,3.190683543315217400e-04,5.341109450800224541e-04
3.549697512856699695e-04,3.167485022619385797e-04,5.344929823682892725e-04
3.494996723255451945e-04,3.183741139376120152e-04,5.349520006011221221e-04
3.445138855779475212e-04,3.056554809621213125e-04,5.314584736210909745e-04
3.629190972496250866e-04,3.122304340057476652e-04,5.276151915729866910e-04
3.420426492800488633e-04,3.049483509305555922e-04,5.235453327568965164e-04
3.557969327569830004e-04,3.136832106509187851e-04,5.026938213694228004e-04
3.494387504661225518e-04,3.171242105110738587e-04,5.300082687269777344e-04
3.528981817062095761e-04,3.202625056191556250e-04,5.281510055091255236e-04
3.393873049956379795e-04,3.087950203477308250e-04,5.173603185001948799e-04
3.566929851049303337e-04,2.985754117127483462e-04,5.169651236775779255e-04
3.354071375572594427e-04,3.142130023290158137e-04,5.265228891746251763e-04
3.328480054077307499e-04,2.890497666931352927e-04,5.169496903067746871e-04
3.468235536133273370e-04,3.183025520031714331e-04,5.178868137875995443e-04
3.418379017801104918e-04,2.982392040484984773e-04,5.072642484700423931e-04
3.384476447536849245e-04,3.116340414078246838e-04,5.035275860575017144e-04
3.440377503365784598e-04,3.063004071341535574e-04,5.054419238141358945e-04
3.410368394405034558e-04,3.047742778205613217e-04,5.193237435893228483e-04
3.465045951565209914e-04,3.082939997516570682e-04,5.058578690921435939e-04
3.461157989730691579e-04,3.067276411491330992e-04,5.029090929561902228e-04
3.263012916454673573e-04,3.105468358164814873e-04,4.912158943974167299e-04
3.511287402342220935e-04,3.111427765696459739e-04,4.936136281764866903e-04
3.391779157931124815e-04,3.007619905943774972e-04,5.062264043686527399e-04
3.295198754261291713e-04,2.975144915706381694e-04,5.023592959745340177e-04
3.232904680728894788e-04,3.079587288758745271e-04,4.981888657492208970e-04
3.300272189176222466e-04,3.121357778727548216e-04,4.962950408822952748e-04
3.294955527119025748e-04,3.013203794244907361e-04,5.041532346493895686e-04
3.385206141251719718e-04,2.953918572929166604e-04,5.036540811001155278e-04
3.313636464228985994e-04,2.995656348116203260e-04,4.862219343344693911e-04
3.214080584815663471e-04,3.080963725448391068e-04,5.124660686436212191e-04
3.257704463744770062e-04,3.058395513960396913e-04,5.298000074789671826e-04
3.401240477976945386e-04,2.865642894045094743e-04,4.956468267757022398e-04
3.251993757567050222e-04,3.020126548869003454e-04,4.977241199394914512e-04
3.222269971188642030e-04,3.045049246525201704e-04,5.026411176566422017e-04
3.231248927542070860e-04,3.054798451638301906e-04,4.839954293289645544e-04
3.310528992988590958e-04,3.031306615613256657e-04,4.781058063151514105e-04
3.310017157293582515e-04,3.147081333021184988e-04,4.771239237278847973e-04
3.088800534729010039e-04,2.982588451341773518e-04,4.997961987066522034e-04
3.357274501861175708e-04,2.874726902812186203e-04,4.526767382646846292e-04
3.325444663602623039e-04,2.966762325482413007e-04,4.936462382884884790e-04
3.215485015180700253e-04,3.035744297872373519e-04,4.923204506169781688e-04
3.217686545542727079e-04,2.870921547550700547e-04,4.979525072450931159e-04
3.298927688783360860e-04,2.877214359415920754e-04,4.726430569886692847e-04
2.964308415239578641e-04,3.008013204059749811e-04,4.859634083856111987e-04
3.078912404544868037e-04,2.871224805246075243e-04,4.997795309717116942e-04
3.256370360514227380e-04,2.890747908671414197e-04,4.574119698028736563e-04
3.267690259960357021e-04,2.888241057302376870e-04,4.702993279615863597e-04
3.270343641007816696e-04,2.935915415330320687e-04,4.726675430910455165e-04
3.209793062520553361e-04,2.877684468058294633e-04,4.655042138701458707e-04
3.244383509349319655e-04,2.902481542236749583e-04,4.876812478122296212e-04
3.275504714307772482e-04,2.969793996576476375e-04,4.743768224753616204e-04
3.288888740174568241e-04,2.842409032310480631e-04,4.875519514573686971e-04
3.276498693219407742e-04,2.944157928236209557e-04,4.504963767709980723e-04
3.108616036374113817e-04,2.795227940573274169e-04,4.566459738999962279e-04
3.211027466403692447e-04,3.058987035357890651e-04,4.948835845040806597e-04
3.276659001859237824e-04,2.732462200822606221e-04,4.582149948466160850e-04
3.132319948310272051e-04,2.769680896104724662e-04,4.444334200031966556e-04
3.030121322132749606e-04,2.799409060445534636e-04,4.576919106548571112e-04
3.087010033898894817e-04,2.911557327473403159e-04,4.629605674280703499e-04
3.056156473318105173e-04,2.864326049155008669e-04,4.725566952932933247e-04
3.174809056615767963e-04,2.899285187268343879e-04,4.700001779607039932e-04
3.171549598490626919e-04,2.759895099234424770e-04,4.400278871955277168e-04
3.119147936717418215e-04,2.901689272876062831e-04,4.605236711111623110e-04
3.056697127526134439e-04,2.844088046044174808e-04,4.591653507625762507e-04
2.977078335636140489e-04,2.739250986328478242e-04,4.817869518936901711e-04
3.060342507225206031e-04,2.825088787621874743e-04,4.652399513784974080e-04
3.088478160735398052e-04,2.885319606736720882e-04,4.537045646199369914e-04
3.192279329898503604e-04,2.777592150924732190e-04,4.761031242975869988e-04
3.037860507715889270e-04,2.688601253699592574e-04,4.366957468541951526e-04
3.114732985214684947e-04,2.833346769270111303e-04,4.609025078570532993e-04
3.102393671063946221e-04,2.680108384427621086e-04,4.607976675311782687e-04
3.179878305989071886e-04,2.946102127183492826e-04,4.468026737348694847e-04
3.016290162222123026e-04,2.707476730733977452e-04,4.395692357245203669e-04
2.910532077383514164e-04,2.756977766639080317e-04,4.616842205321982089e-04
3.224927477825946498e-04,2.800672236184047182e-04,4.454697987464305287e-04
3.093036670311936562e-04,2.769920255803112459e-04,4.499458950308152932e-04
3.105261014594088960e-04,2.826648306949996201e-04,4.570744193632059128e-04
3.079946431817920795e-04,2.764572751571416184e-04,4.639553862270874747e-04
2.984490194903589269e-04,2.776097991425561162e-04,4.588443642024326707e-04
2.929523101175216925e-04,2.714311194536963754e-04,4.254843856228671963e-04
2.983707006961015687e-04,2.823887871385999133e-04,4.460411460355957194e-04
3.036515186889761526e-04,2.622596766903448557e-04,4.398504882240666827e-04
3.083638555173020494e-04,2.751622634415151498e-04,4.480430610932209967e-04
3.208388080074883850e-04,2.645069930494111125e-04,4.450861757787421213e-04
3.145689273366948343e-04,2.861321359266670887e-04,4.766174676584314916e-04
2.988100235860878290e-04,2.703171178733759436e-04,4.491302670469189792e-04
2.971731086214800515e-04,2.862256459367207013e-04,4.549576047870364519e-04
2.997459649864819137e-04,2.657595735968009852e-04,4.333490071248306472e-04
3.054493040904818083e-04,2.749398913297763491e-04,4.715393746702407820e-04
2.986338254889406296e-04,2.697294847353307241e-04,4.201116067183407999e-04
3.078378883252327501e-04,2.701171441207684903e-04,4.622870737718013582e-04
3.142960741360630527e-04,2.693830728639876764e-04,4.435139892453663214e-04
2.980117562943049498e-04,2.728696099547255820e-04,4.648460471675797253e-04
2.969563692705840213e-04,2.716470299415400477e-04,4.109942118280617398e-04
3.039846946119692701e-04,2.726966797091920944e-04,4.568407328669029299e-04
3.115510231503563869e-04,2.688366713030006000e-04,4.466644859182027473e-04
2.884789852951676102e-04,2.655078240046381270e-04,4.552215626237872512e-04
3.000105802596330631e-04,2.745036452531009479e-04,4.174358701821219062e-04
2.962866985965567309e-04,2.614752323295414013e-04,4.513102835337377350e-04
2.967747766150108813e-04,2.650252472396739424e-04,4.413189429405808199e-04
3.184679725440711672e-04,2.715481245601343249e-04,4.454568123518870375e-04
2.940729481017707436e-04,2.656787844311816723e-04,4.276291265926969996e-04
2.933082021058602503e-04,2.781717765368958923e-04,4.092134864204331345e-04
2.948405342989409090e-04,2.628465600684419382e-04,4.328143136854233465e-04
2.958297190210855128e-04,2.660984750437242322e-04,4.321378703214704634e-04
2.953266235839402875e-04,2.764701035600474876e-04,4.315643830418101879e-04
2.905216813839322067e-04,2.667271402954274253e-04,4.211972512972025017e-04
2.844435536497195494e-04,2.653365742121571204e-04,4.317212132239172371e-04
2.931135249423886136e-04,2.786409820834447612e-04,4.151722392504251374e-04
2.976930006161006737e-04,2.808237846642991169e-04,4.434665208615088164e-04
2.850976648879988227e-04,2.551448741419775615e-04,4.428971324341290775e-04
2.940993311613032722e-04,2.608238368116797164e-04,4.202545164814081567e-04
2.864107319443382729e-04,2.642967938483480246e-04,4.254318859209224916e-04
2.857084453439749910e-04,2.574705833089603645e-04,4.294974324565244595e-04
2.924981587153788697e-04,2.619872677849802091e-04,4.316229277111608711e-04
3.018443150094478940e-04,2.734270322676650715e-04,4.065533180166455512e-04
3.011996130583127610e-04,2.600648350198352414e-04,4.195977240687943574e-04
2.904541462629172993e-04,2.629815915274436402e-04,4.306962150724475877e-04
2.955704257589057151e-04,2.651085560344306944e-04,4.233269732197641284e-04
2.954148790426415483e-04,2.628584927773013145e-04,4.331464797921735234e-04
2.840793406739893054e-04,2.574112990325258792e-04,4.134610268397352997e-04
2.820434217619751673e-04,2.673497372837858399e-04,4.348689292945736771e-04
2.856255536217572333e-04,2.621484019753371562e-04,4.434577240824446307e-04
2.867562014099114712e-04,2.585194180895575723e-04,4.078132429823866324e-04
2.880546387583373920e-04,2.624662043002502104e-04,4.024750568426944627e-04
2.902229074183315292e-04,2.512576181951763749e-04,4.404041423126595209e-04
2.904330539680715913e-04,2.591766052609022295e-04,4.165362228986926787e-04
2.847892012219358426e-04,2.499648542776020891e-04,4.238395857625684607e-04
2.926453493924453288e-04,2.395130536947712131e-04,4.284048555787579740e-04
2.922760178051721095e-04,2.568327916272321603e-04,4.270199494782401703e-04
3.033359274135453824e-04,2.609433804425004451e-04,4.174886038516439110e-04
2.937892512240946707e-04,2.614750887767367210e-04,4.122337801825922722e-04
2.969041608361600525e-04,2.578527844647510625e-04,4.251855863910644650e-04
2.975264659185478805e-04,2.590494345960394056e-04,4.221561652114474701e-04
2.800984531073711769e-04,2.575964268305995833e-04,4.318067682900869511e-04
2.647549717191260282e-04,2.589045766575920251e-04,3.986113094681682095e-04
2.631416702403830982e-04,2.666019019872539210e-04,4.285028370010400219e-04
2.909696149681172540e-04,2.670563849232903439e-04,4.025669865345977549e-04
2.743669513935920634e-04,2.679423593624989772e-04,4.122660812818761404e-04
2.813623832361097379e-04,2.472410754867908496e-04,4.052249751558041234e-04
2.842241127554366825e-04,2.440655785986090899e-04,4.076679613736840691e-04
2.881840681625674186e-04,2.422042007080352211e-04,4.284163763149439271e-04
2.987975142945871747e-04,2.499451666506273865e-04,4.036258202412200641e-04
2.839257692242284524e-04,2.569822185653649173e-04,4.048365689595985082e-04
2.789852396057233234e-04,2.457953321113129385e-04,4.082000906754806348e-04
2.697204610868015381e-04,2.536075015130615342e-04,4.100077177168194543e-04
2.820323561841326840e-04,2.498401482505337905e-04,4.092625835263504755e-04
2.825153632832056567e-04,2.515769439764563471e-04,4.042000890973236615e-04
2.851179650134103689e-04,2.599811893150206403e-04,4.123010341272435202e-04
2.938671080297018397e-04,2.479965505183144223e-04,4.003345275708948135e-04
2.786170437523390921e-04,2.543997903565595382e-04,4.061986225119587862e-04
2.776139270967116967e-04,2.543782502509644105e-04,4.142264464219933538e-04
2.906359969847086282e-04,2.575852264620961539e-04,3.887418183754617006e-04
2.816372280619345724e-04,2.576124316103999261e-04,4.120846479175541426e-04
